RENEWAL_ID,POLICY_ID,CUSTOMER_ID,RENEWAL_DUE_DATE,OLD_PREMIUM,NEW_PREMIUM,PREMIUM_INCREASE_PCT,CLAIM_HISTORY_FLAG,LOYALTY_YEARS,RENEWAL_PROBABILITY,RENEWAL_STATUS,CONTACT_CHANNEL,POLICY_TYPE,SALES_CHANNEL,PAYMENT_MODE,SUM_INSURED,ANNUAL_PREMIUM,RISK_SCORE,RISK_BAND,TOTAL_CLAIMS,TOTAL_CLAIM_AMOUNT,AVG_CLAIM_AMOUNT,MAX_CLAIM_AMOUNT,TOTAL_PAYMENTS_x,AVG_PAYMENT_DELAY_x,MAX_PAYMENT_DELAY_x,TOTAL_PAYMENTS_y,AVG_PAYMENT_DELAY_y,MAX_PAYMENT_DELAY_y,TOTAL_PAYMENTS,AVG_PAYMENT_DELAY,MAX_PAYMENT_DELAY,CUSTOMER_SINCE,CUSTOMER_TENURE_YEARS,AGE,GENDER,MARITAL_STATUS,OCCUPATION,ANNUAL_INCOME,STATE,CREDIT_SCORE,CUSTOMER_RISK_SEGMENT,TARGET_RENEWED,TARGET_CHURN
REN00009334,POL000102168,CUST00021230,2025-05-23,22083,23034,4.3064800978127975,No,5,0.92,Renewed,WhatsApp,Health,Online,Monthly,1380427,22083,518,Medium,2.0,262758.0,131379.0,194100.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,2024-05-23,0.999315537303217,54,Male,Married,Self Employed,764955,Karnataka,601,Medium,1,0
REN00000059,POL000046486,CUST00026565,2025-05-23,49605,51316,3.4492490676343106,No,3,0.904,Renewed,Agent Visit,Whole Life,Corporate Partner,Half-Yearly,4604033,49605,313,Low,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,2023-06-02,1.9739904175222451,30,Female,Single,Professional,2402367,Telangana,713,High,1,0
REN00012917,POL000060288,CUST00077845,2025-05-23,8563,9167,7.053602709330842,Yes,3,0.824,Renewed,WhatsApp,Term Life,Online,Annual,7621429,8563,362,Low,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,2018-10-27,6.570841889117043,27,Other,Married,Business Owner,2044434,Rajasthan,823,Medium,1,0
REN00002839,POL000049067,CUST00087529,2025-05-23,20857,23447,12.417893273241598,No,8,0.8777,Renewed,WhatsApp,Health,Corporate Partner,Annual,735970,20857,257,Low,1.0,30424.0,30424.0,30424.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,2020-11-13,4.522929500342231,41,Male,Married,Salaried,789175,Delhi,774,Low,1,0
REN00005989,POL000074147,CUST00082289,2025-05-23,16932,19685,16.259154264115285,No,3,0.7801,Renewed,Call,Motor,Corporate Partner,Monthly,1180499,16932,379,Low,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,2021-07-25,3.8275154004106775,25,Male,Married,Salaried,262912,West Bengal,783,Low,1,0
REN00018390,POL000090139,CUST00043683,2025-05-23,23128,25766,11.406087858872363,No,8,0.8928,Renewed,SMS,Home,Corporate Partner,Monthly,2601351,23128,405,Low,1.0,229695.0,229695.0,229695.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,2024-04-29,1.0650239561943875,37,Other,Single,Business Owner,299076,Telangana,718,Low,1,0
REN00016100,POL000013453,CUST00022033,2025-05-23,15862,15335,-3.3224057495902155,No,1,0.888,Renewed,WhatsApp,Health,Agent,Quarterly,577436,15862,414,Low,1.0,107402.0,107402.0,107402.0,1.0,7.0,7.0,1.0,7.0,7.0,1.0,7.0,7.0,2018-10-27,6.570841889117043,36,Other,Widowed,Professional,861671,Odisha,707,Low,1,0
REN00000411,POL000064878,CUST00035969,2025-05-23,24793,25759,3.8962610414229824,No,7,0.936,Renewed,Email,Health,Broker,Annual,523802,24793,441,Low,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,2023-01-23,2.329911019849418,46,Female,Married,Salaried,227271,Uttar Pradesh,738,Low,1,0
REN00001174,POL000026021,CUST00021613,2025-05-23,19067,21076,10.536529081659411,No,4,0.8739,Cancelled,SMS,Health,Corporate Partner,Annual,814000,19067,480,Medium,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2021-08-19,3.759069130732375,29,Female,Single,Salaried,840824,Maharashtra,751,Medium,0,1
REN00010434,POL000012341,CUST00045272,2025-05-23,14975,13971,-6.704507512520869,Yes,2,0.816,Lapsed,Email,Motor,Direct,Annual,565801,14975,452,Low,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,2026-05-26,-1.0075290896646132,48,Male,Single,Professional,1267869,Telangana,680,Medium,0,1
REN00016400,POL000020659,CUST00059116,2025-05-23,19848,20508,3.3252720677146312,No,5,0.92,Renewed,Call,Term Life,Direct,Monthly,2899594,19848,501,Medium,0.0,0.0,0.0,0.0,1.0,9.0,9.0,1.0,9.0,9.0,1.0,9.0,9.0,2019-03-31,6.146475017111568,60,Male,Married,Salaried,1614980,Kerala,680,Low,1,0
REN00008879,POL000000994,CUST00064362,2025-05-23,41586,44908,7.988265281585148,No,7,0.936,Renewed,WhatsApp,Commercial,Online,Annual,10592657,41586,301,Low,1.0,824441.0,824441.0,824441.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,2020-06-13,4.941820670773443,33,Male,Single,Government Employee,501662,West Bengal,808,Low,1,0
REN00016089,POL000138791,CUST00061185,2025-05-23,16003,16531,3.299381365993876,No,7,0.936,Renewed,WhatsApp,Motor,Bancassurance,Monthly,458090,16003,474,Low,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,2020-12-29,4.396988364134154,33,Other,Married,Government Employee,1624933,Uttar Pradesh,737,Low,1,0
REN00004249,POL000002330,CUST00060719,2025-05-24,5916,6289,6.304935767410412,Yes,1,0.808,Renewed,WhatsApp,Personal Accident,Agent,Annual,944211,5916,438,Low,2.0,537611.0,268805.5,504302.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,2019-08-31,5.730321697467488,18,Other,Married,Self Employed,1092016,Odisha,740,Medium,1,0
REN00002800,POL000093042,CUST00032144,2025-05-24,14200,16041,12.964788732394366,No,8,0.8695,Renewed,Call,Motor,Corporate Partner,Annual,1010892,14200,475,Low,1.0,15313.0,15313.0,15313.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,2024-08-17,0.7665982203969883,52,Male,Single,Business Owner,1094065,Gujarat,645,Medium,1,0
REN00001409,POL000067034,CUST00041347,2025-05-24,30994,32605,5.197780215525586,No,3,0.904,Renewed,Call,Motor,Bancassurance,Annual,357845,30994,397,Low,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,2022-08-12,2.7816563997262147,35,Female,Widowed,Business Owner,775326,Rajasthan,834,Low,1,0
REN00009092,POL000128541,CUST00061366,2025-05-24,13539,14137,4.416869783588153,No,3,0.904,Lapsed,WhatsApp,Health,Corporate Partner,Annual,435699,13539,490,Medium,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,2022-03-11,3.2032854209445585,53,Female,Married,Self Employed,1164084,Telangana,691,Low,0,1
REN00016255,POL000027392,CUST00032207,2025-05-24,16033,17586,9.686272063868271,No,7,0.9107,Renewed,Call,Term Life,Corporate Partner,Annual,6228017,16033,434,Low,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,2019-03-21,6.176591375770021,48,Male,Single,Salaried,120000,Uttar Pradesh,737,Medium,1,0
REN00017634,POL000114581,CUST00057254,2025-05-24,6459,7325,13.407648242762038,No,5,0.8389,Renewed,Call,Personal Accident,Agent,Annual,595449,6459,322,Low,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,2020-09-20,4.673511293634497,18,Male,Married,Self Employed,292391,West Bengal,713,Low,1,0
REN00007420,POL000035992,CUST00022388,2025-05-24,40599,42287,4.157737875317126,No,3,0.904,Renewed,SMS,Commercial,Direct,Quarterly,13862641,40599,402,Low,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,2023-06-05,1.9685147159479808,55,Female,Married,Self Employed,499895,Delhi,757,High,1,0
REN00006781,POL000122006,CUST00016871,2025-05-24,10817,10560,-2.3758898030877322,No,3,0.904,Renewed,WhatsApp,Health,Online,Annual,939370,10817,356,Low,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,2019-03-17,6.187542778918549,28,Female,Married,Salaried,664601,Kerala,712,Low,1,0
REN00000704,POL000047177,CUST00091955,2025-05-24,13330,13347,0.12753188297074267,Yes,1,0.808,Renewed,SMS,Health,Broker,Half-Yearly,349332,13330,378,Low,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,2024-07-25,0.8295687885010267,46,Male,Single,Salaried,765442,Gujarat,652,Medium,1,0
REN00018995,POL000059705,CUST00011804,2025-05-24,28387,27657,-2.571599675907986,No,3,0.904,Renewed,Email,Health,Direct,Monthly,503905,28387,279,Low,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,2020-07-20,4.843258042436688,25,Female,Widowed,Salaried,402948,West Bengal,867,Low,1,0
REN00019074,POL000143891,CUST00015473,2025-05-24,3093,3146,1.713546718396379,Yes,6,0.848,Renewed,Agent Visit,Travel,Broker,Annual,234262,3093,371,Low,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,2019-07-21,5.842573579739904,31,Female,Single,Salaried,763049,Uttar Pradesh,781,Medium,1,0
REN00014999,POL000007190,CUST00053736,2025-05-24,21386,23781,11.198915178153932,No,6,0.88,Lapsed,SMS,Health,Corporate Partner,Monthly,874849,21386,382,Low,1.0,43438.0,43438.0,43438.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,2021-03-22,4.172484599589322,47,Other,Married,Self Employed,467774,Gujarat,762,Low,0,1
REN00018102,POL000117399,CUST00071618,2025-05-24,12478,12998,4.167334508735374,No,3,0.904,Renewed,WhatsApp,Health,Corporate Partner,Annual,495652,12478,459,Low,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,2026-05-31,-1.0184804928131417,43,Male,Married,Self Employed,1243459,Karnataka,662,Low,1,0
REN00018099,POL000073901,CUST00065655,2025-05-24,27274,29946,9.796876145779864,No,8,0.917,Renewed,Email,Commercial,Corporate Partner,Quarterly,10790819,27274,597,Medium,3.0,7257746.0,2419248.6666666665,5778790.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,2024-03-29,1.1526351813826146,50,Other,Married,Government Employee,676288,Kerala,810,Low,1,0
REN00019321,POL000100347,CUST00022339,2025-05-24,23429,23911,2.0572794400102437,No,8,0.944,Renewed,SMS,Health,Broker,Annual,1087022,23429,335,Low,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,2020-09-13,4.692676249144422,35,Other,Single,Salaried,120000,Telangana,779,Low,1,0
REN00006416,POL000021358,CUST00026542,2025-05-24,9105,10010,9.939593629873695,No,4,0.8828,Renewed,Email,Term Life,Broker,Annual,12694652,9105,408,Low,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,2024-10-12,0.6132785763175906,37,Other,Married,Salaried,392247,Delhi,787,Medium,1,0
REN00004215,POL000130348,CUST00025299,2025-05-24,15104,17747,17.498675847457626,No,5,0.7775,Renewed,Call,Home,Direct,Annual,4703812,15104,316,Low,2.0,434181.0,217090.5,318028.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,2020-09-15,4.687200547570157,24,Other,Married,Salaried,369658,Gujarat,612,Medium,1,0
REN00019238,POL000030735,CUST00033014,2025-05-24,20377,23062,13.176620699808609,Yes,7,0.7783,Renewed,SMS,Term Life,Corporate Partner,Annual,2809385,20377,406,Low,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,2020-12-01,4.476386036960986,25,Female,Married,Salaried,479981,Tamil Nadu,586,Low,1,0
REN00003371,POL000098230,CUST00035707,2025-05-24,13263,13408,1.0932669833371034,Yes,2,0.816,Renewed,Agent Visit,Health,Online,Monthly,709573,13263,478,Low,1.0,17522.0,17522.0,17522.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,2020-09-13,4.692676249144422,53,Female,Widowed,Self Employed,673278,Gujarat,830,High,1,0
REN00000852,POL000126911,CUST00039350,2025-05-24,23863,26103,9.386916984452919,Yes,2,0.7952,Renewed,Call,Commercial,Broker,Monthly,4658289,23863,418,Low,1.0,300998.0,300998.0,300998.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,2018-04-07,7.129363449691992,44,Male,Married,Salaried,1503527,Karnataka,639,Low,1,0
REN00017787,POL000010767,CUST00021358,2025-05-24,7951,8618,8.388881901647592,Yes,1,0.8022,Renewed,WhatsApp,Home,Direct,Annual,1941561,7951,433,Low,1.0,64032.0,64032.0,64032.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,2018-09-23,6.666666666666667,44,Female,Single,Retired,484235,Kerala,715,Low,1,0
REN00009015,POL000103940,CUST00039031,2025-05-24,54638,62429,14.259306709616018,Yes,3,0.7301,Renewed,SMS,Commercial,Direct,Monthly,12454586,54638,371,Low,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,2024-08-13,0.7775496235455168,27,Other,Single,Professional,334308,Kerala,708,Low,1,0
REN00008074,POL000088357,CUST00075880,2025-05-24,15382,17006,10.55779482512027,No,5,0.8816,Renewed,Call,Term Life,Bancassurance,Half-Yearly,9463203,15382,317,Low,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,2022-07-14,2.861054072553046,45,Male,Single,Business Owner,1250226,Karnataka,715,High,1,0
REN00005356,POL000065358,CUST00050794,2025-05-24,12884,13874,7.683949084135362,No,5,0.92,Renewed,WhatsApp,Motor,Broker,Annual,429544,12884,438,Low,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,2025-03-16,0.188911704312115,44,Other,Married,Self Employed,806507,Telangana,636,Medium,1,0
REN00018732,POL000054428,CUST00032789,2025-05-24,10917,12213,11.871393239901073,No,4,0.8538,Renewed,Agent Visit,Health,Corporate Partner,Quarterly,487176,10917,425,Low,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,2019-05-19,6.015058179329227,18,Female,Single,Salaried,394441,Delhi,751,Low,1,0
REN00008808,POL000122086,CUST00054077,2025-05-24,13791,12904,-6.43173083895294,No,4,0.912,Renewed,Call,Term Life,Broker,Annual,7921254,13791,346,Low,1.0,521065.0,521065.0,521065.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,2022-08-30,2.732375085557837,46,Female,Married,Business Owner,1337696,Rajasthan,796,Medium,1,0
REN00005280,POL000061943,CUST00092661,2025-05-24,5001,5027,0.5198960207958409,Yes,5,0.84,Renewed,WhatsApp,Personal Accident,Broker,Monthly,1483694,5001,370,Low,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,2022-08-30,2.732375085557837,29,Male,Married,Self Employed,446140,Uttar Pradesh,774,Medium,1,0
REN00015968,POL000140516,CUST00068487,2025-05-24,13825,15833,14.524412296564195,No,6,0.8301,Renewed,SMS,Motor,Broker,Annual,1451607,13825,404,Low,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,2025-02-06,0.2929500342231348,29,Other,Married,Salaried,347088,Kerala,737,Low,1,0
REN00004335,POL000109165,CUST00018510,2025-05-24,26681,27369,2.5786139949776996,Yes,2,0.816,Lapsed,WhatsApp,Health,Bancassurance,Monthly,376714,26681,394,Low,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,2019-11-10,5.535934291581109,24,Male,Married,Professional,1231778,Delhi,635,Medium,0,1
REN00014450,POL000029301,CUST00061462,2025-05-24,10533,11544,9.598405012816862,No,7,0.912,Lapsed,Agent Visit,Term Life,Broker,Quarterly,3130085,10533,470,Low,1.0,382125.0,382125.0,382125.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,2020-02-11,5.281314168377824,55,Male,Widowed,Professional,1221295,Uttar Pradesh,804,Low,0,1
REN00015902,POL000064393,CUST00068556,2025-05-24,30163,31345,3.9187083512913174,Yes,5,0.84,Renewed,WhatsApp,Commercial,Agent,Annual,4584471,30163,409,Low,1.0,362730.0,362730.0,362730.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,2019-12-19,5.429158110882957,34,Other,Married,Salaried,246527,Delhi,840,Medium,1,0
REN00005803,POL000135374,CUST00092865,2025-05-24,19469,21445,10.149468385638707,No,4,0.8798,Cancelled,Agent Visit,Motor,Broker,Annual,1132999,19469,354,Low,1.0,90447.0,90447.0,90447.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,2021-03-14,4.1943874058863795,43,Female,Single,Salaried,233837,Delhi,806,Medium,0,1
REN00018327,POL000149042,CUST00068258,2025-05-24,19775,19913,0.6978508217446271,No,7,0.936,Renewed,Agent Visit,Term Life,Corporate Partner,Annual,3089524,19775,377,Low,1.0,326644.0,326644.0,326644.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,2018-05-08,7.044490075290897,26,Male,Single,Business Owner,1012003,Delhi,693,Medium,1,0
REN00002129,POL000004092,CUST00080634,2025-05-24,12600,14130,12.142857142857142,Yes,5,0.7778,Renewed,SMS,Motor,Broker,Monthly,1307566,12600,444,Low,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,2025-10-10,-0.3805612594113621,59,Other,Divorced,Salaried,325143,Telangana,762,Low,1,0
REN00001370,POL000079822,CUST00019219,2025-05-24,38589,37817,-2.000570110653295,No,3,0.904,Renewed,Email,Commercial,Corporate Partner,Quarterly,3363864,38589,369,Low,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,2020-09-29,4.648870636550308,38,Male,Married,Government Employee,804200,West Bengal,712,Low,1,0
REN00009647,POL000008214,CUST00042430,2025-05-24,70047,79426,13.389581281139806,No,2,0.8152,Renewed,Agent Visit,Commercial,Broker,Annual,8111393,70047,359,Low,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,2018-01-27,7.321013004791239,38,Female,Married,Business Owner,2895484,Delhi,808,Low,1,0
REN00002794,POL000045345,CUST00060222,2025-05-24,18299,20185,10.306574129733866,No,4,0.8774,Renewed,WhatsApp,Motor,Online,Annual,395592,18299,414,Low,1.0,45864.0,45864.0,45864.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,2018-01-19,7.342915811088296,24,Female,Married,Salaried,1121831,Uttar Pradesh,751,High,1,0
REN00015711,POL000043221,CUST00009619,2025-05-24,5088,5440,6.918238993710692,Yes,8,0.864,Renewed,WhatsApp,Personal Accident,Broker,Annual,768932,5088,508,Medium,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,2022-07-05,2.8856947296372346,49,Other,Married,Retired,197539,Telangana,692,Low,1,0
REN00011403,POL000037991,CUST00051797,2025-05-24,31797,34588,8.77755763122307,No,6,0.9163,Renewed,Call,Whole Life,Direct,Annual,3125016,31797,352,Low,1.0,260909.0,260909.0,260909.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,2025-09-04,-0.28199863107460643,27,Male,Single,Self Employed,417221,Tamil Nadu,659,Medium,1,0
REN00011275,POL000079134,CUST00001403,2025-05-24,6720,7696,14.523809523809526,No,3,0.8061,Lapsed,Call,Personal Accident,Direct,Monthly,1875903,6720,427,Low,1.0,125444.0,125444.0,125444.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,2022-03-03,3.2251882272416155,41,Male,Married,Business Owner,1743750,Kerala,737,Low,0,1
REN00005033,POL000134132,CUST00065770,2025-05-24,13585,14396,5.9698196540301804,No,8,0.944,Renewed,SMS,Term Life,Corporate Partner,Annual,2458764,13585,516,Medium,1.0,450883.0,450883.0,450883.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,2020-02-11,5.281314168377824,70,Male,Married,Salaried,529552,Gujarat,644,Low,1,0
REN00008217,POL000114698,CUST00050135,2025-05-24,54761,60456,10.39973703913369,No,5,0.884,Renewed,WhatsApp,Commercial,Corporate Partner,Monthly,4667699,54761,332,Low,1.0,352067.0,352067.0,352067.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,2019-05-31,5.982203969883641,32,Other,Married,Salaried,430425,Delhi,800,Medium,1,0
REN00013901,POL000103778,CUST00069240,2025-05-24,15131,16430,8.585024122662084,Yes,3,0.8152,Renewed,Call,Term Life,Direct,Annual,6626774,15131,361,Low,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,2024-10-29,0.5667351129363449,18,Male,Single,Salaried,1290280,Odisha,771,Low,1,0
REN00013987,POL000006759,CUST00015682,2025-05-24,14515,14278,-1.6327936617292456,No,3,0.904,Renewed,WhatsApp,Motor,Agent,Annual,293893,14515,510,Medium,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,2024-03-24,1.1663244353182751,38,Other,Single,Government Employee,563799,Rajasthan,749,High,1,0
REN00012138,POL000112500,CUST00061436,2025-05-25,20315,23770,17.0071375830667,No,5,0.7849,Lapsed,Call,Whole Life,Corporate Partner,Half-Yearly,2373201,20315,453,Low,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,2022-11-16,2.521560574948665,37,Male,Married,Salaried,368153,Gujarat,722,Medium,0,1
REN00009269,POL000122910,CUST00082376,2025-05-25,24995,29196,16.807361472294456,Yes,1,0.6759,Lapsed,Email,Health,Bancassurance,Annual,1243249,24995,359,Low,0.0,0.0,0.0,0.0,1.0,6.0,6.0,1.0,6.0,6.0,1.0,6.0,6.0,2019-12-18,5.434633812457221,25,Other,Single,Salaried,435075,Telangana,711,Low,0,1
REN00009430,POL000102251,CUST00010249,2025-05-25,9583,10323,7.722007722007722,No,2,0.896,Renewed,Email,Personal Accident,Online,Annual,839144,9583,417,Low,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,2023-04-19,2.099931553730322,31,Female,Married,Professional,455224,Uttar Pradesh,818,Medium,1,0
REN00003552,POL000065766,CUST00032666,2025-05-25,23566,22847,-3.051005686158024,Yes,2,0.816,Renewed,Agent Visit,Term Life,Bancassurance,Half-Yearly,9443110,23566,329,Low,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,2025-07-30,-0.1806981519507187,36,Other,Married,Business Owner,186114,Rajasthan,718,High,1,0
REN00009580,POL000006865,CUST00030125,2025-05-25,13318,13403,0.6382339690644241,No,3,0.904,Renewed,WhatsApp,Motor,Broker,Monthly,322684,13318,384,Low,1.0,14684.0,14684.0,14684.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,2018-12-16,6.439425051334703,35,Other,Married,Salaried,631537,Tamil Nadu,586,Low,1,0
REN00001997,POL000003814,CUST00032089,2025-05-25,15580,17616,13.06803594351733,No,5,0.8439,Renewed,Agent Visit,Health,Direct,Monthly,496733,15580,336,Low,1.0,63202.0,63202.0,63202.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,2023-01-08,2.3764544832306638,31,Other,Married,Salaried,250848,Delhi,745,Low,1,0
REN00007528,POL000096577,CUST00031708,2025-05-25,32650,35382,8.367534456355283,Yes,4,0.8265,Renewed,WhatsApp,Health,Corporate Partner,Annual,902314,32650,400,Low,0.0,0.0,0.0,0.0,1.0,15.0,15.0,1.0,15.0,15.0,1.0,15.0,15.0,2019-07-07,5.883641341546886,27,Female,Single,Salaried,733970,Tamil Nadu,664,Low,1,0
REN00007289,POL000122954,CUST00014022,2025-05-25,12419,12342,-0.6200177147918512,No,8,0.944,Renewed,Email,Home,Corporate Partner,Annual,1705071,12419,336,Low,1.0,75024.0,75024.0,75024.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,2024-10-05,0.6351813826146475,42,Female,Single,Salaried,754001,Karnataka,685,High,1,0
REN00017944,POL000063231,CUST00045052,2025-05-25,24050,24355,1.2681912681912682,No,2,0.896,Renewed,Agent Visit,Term Life,Direct,Monthly,6854196,24050,594,Medium,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,2018-01-13,7.36208076659822,58,Female,Married,Salaried,791630,Telangana,686,Medium,1,0
REN00015044,POL000052927,CUST00007518,2025-05-25,39253,45839,16.778335413853718,Yes,4,0.7003,Renewed,Email,Commercial,Direct,Monthly,2116980,39253,502,Medium,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,2025-11-30,-0.5174537987679672,55,Other,Married,Professional,625435,Kerala,797,Medium,1,0
REN00002301,POL000027112,CUST00087265,2025-05-25,49161,49106,-0.11187730111267061,No,3,0.904,Renewed,Agent Visit,Commercial,Broker,Quarterly,5895240,49161,392,Low,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,2024-04-29,1.0704996577686516,44,Female,Single,Salaried,258175,Kerala,774,Medium,1,0
REN00002677,POL000136017,CUST00010541,2025-05-25,19506,22851,17.1485696708705,No,4,0.7748,Renewed,WhatsApp,Term Life,Broker,Annual,5305328,19506,464,Low,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,2019-01-03,6.3901437371663246,44,Other,Married,Salaried,1958406,Odisha,725,Medium,1,0
REN00007299,POL000128753,CUST00053563,2025-05-25,3402,3558,4.5855379188712515,No,3,0.904,Renewed,Call,Personal Accident,Agent,Annual,935175,3402,410,Low,1.0,43253.0,43253.0,43253.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,2019-06-03,5.976728268309377,45,Other,Single,Professional,1571896,Uttar Pradesh,747,High,1,0
REN00009463,POL000104492,CUST00012566,2025-05-25,10514,10120,-3.74738443979456,Yes,4,0.832,Renewed,SMS,Motor,Broker,Annual,446941,10514,400,Low,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,2019-04-07,6.132785763175907,36,Other,Married,Business Owner,1908166,Delhi,583,Low,1,0
REN00004020,POL000064130,CUST00034645,2025-05-25,17695,19050,7.657530375812377,No,3,0.904,Renewed,SMS,Home,Direct,Annual,1747033,17695,389,Low,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,2022-08-08,2.7953456536618755,30,Female,Single,Professional,1269618,Tamil Nadu,745,Low,1,0
REN00010343,POL000086493,CUST00091327,2025-05-25,13521,15430,14.118778196878928,No,7,0.8442,Renewed,Call,Motor,Direct,Annual,315645,13521,389,Low,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,2024-08-26,0.7446954140999316,18,Female,Married,Self Employed,1379337,Gujarat,637,Medium,1,0
REN00006945,POL000037280,CUST00033026,2025-05-25,10135,11127,9.787863838184508,No,4,0.8852,Renewed,Call,Motor,Agent,Quarterly,2023140,10135,347,Low,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,2026-04-12,-0.8815879534565366,44,Female,Married,Salaried,165883,Rajasthan,610,High,1,0
REN00013045,POL000131453,CUST00003411,2025-05-25,20268,20659,1.929149398065917,No,4,0.912,Renewed,Call,Term Life,Broker,Monthly,4252277,20268,398,Low,1.0,65750.0,65750.0,65750.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,2024-11-20,0.5092402464065708,27,Female,Divorced,Salaried,2988131,Uttar Pradesh,792,Low,1,0
