CUSTOMER_ID,CUSTOMER_NAME,AGE,GENDER,MARITAL_STATUS,OCCUPATION,ANNUAL_INCOME,STATE,CITY,CREDIT_SCORE,CUSTOMER_RISK_SEGMENT,CUSTOMER_SINCE
CUST00023445,INS-CUSTOMER-023445,18,Other,Married,Self Employed,604378,Karnataka,Mysuru,755,Medium,2022-09-05
CUST00023446,INS-CUSTOMER-023446,47,Female,Married,Retired,1335744,Kerala,Kochi,632,High,2025-11-28
CUST00023447,INS-CUSTOMER-023447,48,Other,Married,Salaried,666276,Telangana,Nizamabad,665,Low,2020-04-22
CUST00023448,INS-CUSTOMER-023448,34,Other,Married,Self Employed,517640,West Bengal,Howrah,722,Medium,2026-02-14
CUST00023449,INS-CUSTOMER-023449,46,Male,Single,Retired,305660,Telangana,Warangal,701,Low,2026-02-22
CUST00023450,INS-CUSTOMER-023450,26,Male,Married,Salaried,397972,Uttar Pradesh,Lucknow,733,Low,2020-11-12
CUST00023451,INS-CUSTOMER-023451,28,Other,Married,Salaried,1009984,Kerala,Kozhikode,689,Medium,2023-06-11
CUST00023452,INS-CUSTOMER-023452,52,Male,Single,Salaried,706744,Maharashtra,Nagpur,727,Medium,2020-07-07
CUST00023453,INS-CUSTOMER-023453,27,Female,Single,Business Owner,194278,Kerala,Thrissur,548,High,2019-02-12
CUST00023454,INS-CUSTOMER-023454,18,Other,Married,Self Employed,449516,Kerala,Kochi,734,Low,2020-10-28
CUST00023455,INS-CUSTOMER-023455,42,Other,Married,Business Owner,1398945,Delhi,Dwarka,700,Low,2020-12-17
CUST00023456,INS-CUSTOMER-023456,43,Other,Divorced,Salaried,278864,West Bengal,Durgapur,691,Low,2021-12-28
CUST00023457,INS-CUSTOMER-023457,27,Other,Married,Salaried,573842,Odisha,Rourkela,838,Low,2021-12-26
CUST00023458,INS-CUSTOMER-023458,40,Female,Single,Business Owner,258395,Karnataka,Mysuru,683,Medium,2021-07-12
CUST00023459,INS-CUSTOMER-023459,18,Male,Widowed,Professional,1409732,Rajasthan,Jodhpur,676,Low,2023-02-26
CUST00023460,INS-CUSTOMER-023460,32,Female,Married,Salaried,135694,Gujarat,Surat,841,Medium,2021-07-10
CUST00023461,INS-CUSTOMER-023461,38,Female,Single,Salaried,510947,Delhi,Dwarka,670,Medium,2025-04-15
CUST00023462,INS-CUSTOMER-023462,40,Other,Single,Government Employee,720127,Rajasthan,Udaipur,752,Medium,2023-09-29
CUST00023463,INS-CUSTOMER-023463,35,Male,Widowed,Government Employee,275622,Odisha,Cuttack,757,Low,2021-04-11
CUST00023464,INS-CUSTOMER-023464,23,Female,Single,Salaried,1375819,Maharashtra,Nashik,650,Low,2024-03-04
CUST00023465,INS-CUSTOMER-023465,28,Male,Divorced,Business Owner,719584,Rajasthan,Jaipur,682,High,2022-03-13
CUST00023466,INS-CUSTOMER-023466,38,Other,Married,Retired,2435977,Tamil Nadu,Chennai,789,Medium,2020-10-29
CUST00023467,INS-CUSTOMER-023467,26,Female,Married,Salaried,367157,Odisha,Cuttack,640,Low,2020-02-25
CUST00023468,INS-CUSTOMER-023468,31,Male,Single,Professional,357190,Karnataka,Hubballi,673,Low,2020-08-26
CUST00023469,INS-CUSTOMER-023469,49,Male,Single,Self Employed,2047074,Uttar Pradesh,Varanasi,754,Medium,2024-07-22
CUST00023470,INS-CUSTOMER-023470,40,Male,Single,Salaried,222884,Tamil Nadu,Chennai,674,Medium,2025-09-12
CUST00023471,INS-CUSTOMER-023471,23,Female,Married,Self Employed,1015161,Maharashtra,Mumbai,720,Low,2020-11-15
CUST00023472,INS-CUSTOMER-023472,38,Male,Single,Salaried,1461026,Karnataka,Mangaluru,553,Low,2021-05-30
CUST00023473,INS-CUSTOMER-023473,24,Female,Married,Retired,2873869,Karnataka,Bengaluru,724,Low,2018-10-29
CUST00023474,INS-CUSTOMER-023474,30,Female,Married,Salaried,411749,West Bengal,Howrah,774,Medium,2023-04-16
CUST00023475,INS-CUSTOMER-023475,30,Female,Widowed,Salaried,357997,Gujarat,Surat,615,Low,2024-03-02
CUST00023476,INS-CUSTOMER-023476,48,Female,Married,Professional,241685,Maharashtra,Mumbai,665,Medium,2022-01-06
CUST00023477,INS-CUSTOMER-023477,28,Other,Divorced,Self Employed,441435,Karnataka,Mangaluru,815,Medium,2026-04-10
CUST00023478,INS-CUSTOMER-023478,28,Other,Single,Business Owner,1129405,Rajasthan,Kota,674,Low,2025-05-08
CUST00023479,INS-CUSTOMER-023479,51,Other,Widowed,Salaried,675994,Karnataka,Mysuru,846,Low,2021-05-10
CUST00023480,INS-CUSTOMER-023480,39,Female,Widowed,Self Employed,934552,Karnataka,Hubballi,627,Low,2021-06-04
CUST00023481,INS-CUSTOMER-023481,30,Male,Single,Business Owner,2554316,Tamil Nadu,Chennai,712,High,2018-09-30
CUST00023482,INS-CUSTOMER-023482,23,Other,Married,Salaried,578965,Odisha,Bhubaneswar,691,Low,2018-12-12
CUST00023483,INS-CUSTOMER-023483,45,Male,Married,Self Employed,454372,Maharashtra,Mumbai,765,Low,2019-08-06
CUST00023484,INS-CUSTOMER-023484,53,Female,Single,Salaried,222517,Telangana,Karimnagar,657,High,2021-07-08
CUST00023485,INS-CUSTOMER-023485,21,Female,Single,Salaried,732310,Gujarat,Vadodara,776,High,2023-07-28
CUST00023486,INS-CUSTOMER-023486,24,Male,Married,Business Owner,704333,Rajasthan,Jodhpur,736,Low,2018-08-21
CUST00023487,INS-CUSTOMER-023487,50,Other,Single,Business Owner,438778,Odisha,Bhubaneswar,680,Low,2018-09-24
CUST00023488,INS-CUSTOMER-023488,48,Female,Single,Salaried,1156216,Uttar Pradesh,Kanpur,691,Low,2018-07-30
CUST00023489,INS-CUSTOMER-023489,61,Other,Single,Retired,425340,Telangana,Hyderabad,728,Medium,2022-08-21
CUST00023490,INS-CUSTOMER-023490,44,Female,Single,Salaried,1161009,Rajasthan,Jodhpur,704,Low,2024-11-20
CUST00023491,INS-CUSTOMER-023491,33,Female,Married,Business Owner,1806544,Telangana,Hyderabad,700,Medium,2020-02-23
CUST00023492,INS-CUSTOMER-023492,35,Male,Single,Salaried,796505,Delhi,New Delhi,654,Medium,2021-12-15
CUST00023493,INS-CUSTOMER-023493,50,Other,Married,Self Employed,472964,West Bengal,Durgapur,770,Low,2026-01-21
CUST00023494,INS-CUSTOMER-023494,33,Female,Widowed,Salaried,239760,Kerala,Thrissur,655,Low,2023-02-02
CUST00023495,INS-CUSTOMER-023495,63,Male,Single,Business Owner,638049,Uttar Pradesh,Lucknow,747,Low,2019-06-03
CUST00023496,INS-CUSTOMER-023496,29,Other,Single,Business Owner,619572,Kerala,Thrissur,785,Medium,2019-02-05
CUST00023497,INS-CUSTOMER-023497,18,Female,Married,Professional,434735,Karnataka,Bengaluru,618,High,2024-01-21
CUST00023498,INS-CUSTOMER-023498,43,Male,Married,Business Owner,1310964,Maharashtra,Nagpur,847,Low,2024-08-30
CUST00023499,INS-CUSTOMER-023499,52,Other,Married,Self Employed,1069480,Rajasthan,Udaipur,746,Low,2022-10-30
CUST00023500,INS-CUSTOMER-023500,41,Male,Married,Self Employed,1576720,Gujarat,Vadodara,742,Low,2023-08-14
CUST00023501,INS-CUSTOMER-023501,39,Female,Married,Business Owner,1244610,West Bengal,Kolkata,770,Low,2024-06-19
CUST00023502,INS-CUSTOMER-023502,21,Male,Married,Self Employed,301841,Odisha,Cuttack,649,Low,2020-07-16
CUST00023503,INS-CUSTOMER-023503,48,Male,Single,Self Employed,440494,Odisha,Bhubaneswar,820,Low,2018-04-29
CUST00023504,INS-CUSTOMER-023504,40,Female,Single,Business Owner,394859,Tamil Nadu,Salem,726,Low,2021-08-31
CUST00023505,INS-CUSTOMER-023505,20,Other,Single,Self Employed,348718,Gujarat,Ahmedabad,747,Medium,2025-07-09
CUST00023506,INS-CUSTOMER-023506,60,Other,Married,Professional,1813498,Karnataka,Mysuru,676,Low,2020-07-04
CUST00023507,INS-CUSTOMER-023507,30,Female,Married,Salaried,506877,Karnataka,Hubballi,685,Low,2026-07-02
CUST00023508,INS-CUSTOMER-023508,40,Other,Married,Business Owner,234226,Tamil Nadu,Chennai,658,Low,2020-07-09
CUST00023509,INS-CUSTOMER-023509,45,Other,Single,Business Owner,305055,West Bengal,Kolkata,695,Low,2019-08-29
CUST00023510,INS-CUSTOMER-023510,36,Male,Single,Business Owner,1249723,Maharashtra,Nashik,713,Low,2020-12-17
CUST00023511,INS-CUSTOMER-023511,47,Other,Single,Retired,581332,Tamil Nadu,Madurai,851,Medium,2023-10-12
CUST00023512,INS-CUSTOMER-023512,46,Female,Married,Business Owner,1701318,Kerala,Kozhikode,701,High,2021-06-23
CUST00023513,INS-CUSTOMER-023513,57,Male,Divorced,Salaried,317110,Uttar Pradesh,Lucknow,782,Low,2020-07-25
CUST00023514,INS-CUSTOMER-023514,51,Male,Single,Business Owner,510287,Maharashtra,Mumbai,813,Medium,2018-08-09
CUST00023515,INS-CUSTOMER-023515,41,Other,Single,Professional,386427,Gujarat,Rajkot,650,Low,2024-11-08
CUST00023516,INS-CUSTOMER-023516,42,Male,Married,Salaried,465810,Delhi,Saket,678,Medium,2023-07-13
CUST00023517,INS-CUSTOMER-023517,46,Female,Single,Salaried,1506310,Telangana,Karimnagar,785,Medium,2026-07-26
CUST00023518,INS-CUSTOMER-023518,22,Female,Single,Self Employed,385814,Gujarat,Ahmedabad,688,Low,2020-08-21
CUST00023519,INS-CUSTOMER-023519,43,Female,Married,Government Employee,695408,Odisha,Puri,775,Medium,2024-04-12
CUST00023520,INS-CUSTOMER-023520,21,Other,Single,Government Employee,683410,Telangana,Karimnagar,782,High,2018-03-21
CUST00023521,INS-CUSTOMER-023521,27,Female,Married,Salaried,174096,Uttar Pradesh,Lucknow,765,Low,2022-07-23
CUST00023522,INS-CUSTOMER-023522,37,Other,Single,Salaried,4752068,Telangana,Nizamabad,686,Low,2020-04-02
CUST00023523,INS-CUSTOMER-023523,54,Male,Married,Self Employed,530943,Rajasthan,Jodhpur,766,Medium,2019-03-23
CUST00023524,INS-CUSTOMER-023524,37,Male,Married,Salaried,496139,Rajasthan,Jodhpur,768,High,2022-02-15
CUST00023525,INS-CUSTOMER-023525,23,Male,Single,Self Employed,1034649,Delhi,New Delhi,728,Low,2025-11-30
CUST00023526,INS-CUSTOMER-023526,59,Male,Married,Business Owner,440947,Karnataka,Bengaluru,737,Low,2024-02-14
CUST00023527,INS-CUSTOMER-023527,34,Male,Divorced,Business Owner,548632,Tamil Nadu,Salem,737,Medium,2018-04-15
CUST00023528,INS-CUSTOMER-023528,42,Male,Married,Salaried,246982,Rajasthan,Jaipur,749,Low,2025-06-08
CUST00023529,INS-CUSTOMER-023529,38,Other,Married,Business Owner,643437,Rajasthan,Jodhpur,743,Medium,2023-04-17
CUST00023530,INS-CUSTOMER-023530,43,Male,Single,Salaried,525177,Karnataka,Mangaluru,710,Low,2025-12-18
CUST00023531,INS-CUSTOMER-023531,27,Male,Married,Business Owner,692450,West Bengal,Kolkata,759,Low,2023-10-23
CUST00023532,INS-CUSTOMER-023532,43,Male,Married,Salaried,661893,Kerala,Thiruvananthapuram,699,Low,2025-10-03
CUST00023533,INS-CUSTOMER-023533,49,Male,Married,Self Employed,1103740,Kerala,Kochi,826,Low,2020-04-05
CUST00023534,INS-CUSTOMER-023534,21,Other,Married,Professional,1230191,Gujarat,Surat,608,Medium,2020-11-22
CUST00023535,INS-CUSTOMER-023535,51,Female,Single,Self Employed,286505,Gujarat,Ahmedabad,709,Low,2023-02-03
CUST00023536,INS-CUSTOMER-023536,67,Female,Single,Professional,175725,West Bengal,Howrah,631,Medium,2018-08-12
CUST00023537,INS-CUSTOMER-023537,41,Female,Single,Self Employed,347142,Kerala,Thiruvananthapuram,563,Medium,2024-05-31
CUST00023538,INS-CUSTOMER-023538,47,Male,Married,Self Employed,270816,West Bengal,Howrah,683,Medium,2019-10-02
CUST00023539,INS-CUSTOMER-023539,18,Male,Married,Self Employed,426528,West Bengal,Kolkata,542,Medium,2021-03-04
CUST00023540,INS-CUSTOMER-023540,30,Male,Married,Salaried,284813,Maharashtra,Nagpur,796,Low,2022-10-25
CUST00023541,INS-CUSTOMER-023541,22,Female,Divorced,Business Owner,823074,Kerala,Kochi,642,Low,2023-12-23
CUST00023542,INS-CUSTOMER-023542,37,Female,Single,Salaried,537409,West Bengal,Howrah,793,Medium,2021-12-18
CUST00023543,INS-CUSTOMER-023543,46,Male,Married,Self Employed,1453351,Karnataka,Mysuru,641,High,2022-03-27
CUST00023544,INS-CUSTOMER-023544,62,Other,Single,Business Owner,1486430,Kerala,Kochi,644,Medium,2022-12-06
CUST00023545,INS-CUSTOMER-023545,50,Male,Single,Business Owner,179782,West Bengal,Durgapur,689,High,2019-10-31
CUST00023546,INS-CUSTOMER-023546,34,Male,Married,Business Owner,1008264,Telangana,Warangal,709,Medium,2018-09-16
CUST00023547,INS-CUSTOMER-023547,41,Other,Single,Salaried,551404,Telangana,Hyderabad,709,Low,2025-03-25
CUST00023548,INS-CUSTOMER-023548,36,Male,Single,Salaried,324894,Kerala,Kochi,628,Low,2021-10-14
CUST00023549,INS-CUSTOMER-023549,43,Other,Married,Self Employed,1456389,Karnataka,Bengaluru,798,Medium,2022-02-20
CUST00023550,INS-CUSTOMER-023550,23,Other,Single,Professional,925141,West Bengal,Howrah,781,Low,2022-06-01
CUST00023551,INS-CUSTOMER-023551,44,Other,Married,Business Owner,650092,Delhi,New Delhi,862,Low,2022-03-24
CUST00023552,INS-CUSTOMER-023552,28,Other,Single,Retired,1536515,Odisha,Bhubaneswar,710,Medium,2025-09-21
CUST00023553,INS-CUSTOMER-023553,38,Male,Single,Salaried,1053073,Tamil Nadu,Coimbatore,713,Low,2019-12-05
CUST00023554,INS-CUSTOMER-023554,38,Other,Divorced,Salaried,2323794,Delhi,Dwarka,649,Low,2020-10-20
CUST00023555,INS-CUSTOMER-023555,43,Other,Widowed,Self Employed,811692,Delhi,Dwarka,711,Low,2021-11-19
CUST00023556,INS-CUSTOMER-023556,39,Female,Married,Salaried,929137,Rajasthan,Udaipur,665,Low,2026-01-13
CUST00023557,INS-CUSTOMER-023557,36,Male,Single,Business Owner,772919,Karnataka,Hubballi,582,Low,2022-06-16
CUST00023558,INS-CUSTOMER-023558,29,Female,Married,Salaried,394441,Gujarat,Surat,677,Medium,2019-02-22
CUST00023559,INS-CUSTOMER-023559,30,Female,Married,Professional,248193,Gujarat,Ahmedabad,709,High,2025-07-07
CUST00023560,INS-CUSTOMER-023560,28,Other,Married,Salaried,456152,Telangana,Karimnagar,715,Medium,2022-12-03
CUST00023561,INS-CUSTOMER-023561,28,Female,Married,Salaried,463824,Odisha,Cuttack,740,Medium,2026-08-17
CUST00023562,INS-CUSTOMER-023562,18,Other,Single,Retired,1078201,Karnataka,Hubballi,612,Medium,2018-03-17
CUST00023563,INS-CUSTOMER-023563,62,Other,Single,Government Employee,697959,Karnataka,Mysuru,814,Medium,2026-07-07
CUST00023564,INS-CUSTOMER-023564,39,Female,Single,Salaried,496688,Uttar Pradesh,Varanasi,758,Low,2025-11-21
CUST00023565,INS-CUSTOMER-023565,39,Female,Married,Retired,120000,Karnataka,Mysuru,826,Low,2020-12-11
CUST00023566,INS-CUSTOMER-023566,37,Other,Married,Salaried,1472353,West Bengal,Siliguri,673,Low,2024-06-09
CUST00023567,INS-CUSTOMER-023567,55,Other,Single,Salaried,685651,Rajasthan,Jaipur,820,Low,2018-05-18
CUST00023568,INS-CUSTOMER-023568,39,Male,Married,Professional,367661,Gujarat,Rajkot,743,Low,2025-06-07
CUST00023569,INS-CUSTOMER-023569,52,Female,Married,Business Owner,243097,Delhi,Dwarka,765,Low,2020-11-23
CUST00023570,INS-CUSTOMER-023570,61,Female,Single,Professional,794524,Kerala,Kochi,738,High,2025-05-19
CUST00023571,INS-CUSTOMER-023571,55,Other,Single,Self Employed,307901,Odisha,Puri,783,High,2022-02-27
CUST00023572,INS-CUSTOMER-023572,61,Other,Married,Self Employed,705244,Odisha,Rourkela,695,Medium,2021-03-08
CUST00023573,INS-CUSTOMER-023573,30,Other,Married,Retired,616517,Kerala,Kozhikode,805,Low,2022-02-10
CUST00023574,INS-CUSTOMER-023574,23,Other,Married,Salaried,220886,Delhi,Rohini,774,Medium,2024-10-19
CUST00023575,INS-CUSTOMER-023575,30,Female,Single,Self Employed,1065608,Telangana,Hyderabad,728,Low,2026-04-04
CUST00023576,INS-CUSTOMER-023576,31,Female,Married,Business Owner,3760342,Karnataka,Mysuru,735,High,2019-05-17
CUST00023577,INS-CUSTOMER-023577,32,Male,Widowed,Business Owner,2014516,Rajasthan,Jaipur,658,Low,2022-12-02
CUST00023578,INS-CUSTOMER-023578,38,Other,Single,Business Owner,650305,Delhi,Rohini,708,Low,2024-10-09
CUST00023579,INS-CUSTOMER-023579,45,Male,Married,Salaried,669522,Delhi,Dwarka,651,Medium,2020-03-23
CUST00023580,INS-CUSTOMER-023580,47,Female,Single,Salaried,524773,West Bengal,Howrah,652,Low,2025-10-14
CUST00023581,INS-CUSTOMER-023581,48,Female,Single,Salaried,220024,Kerala,Kochi,773,Medium,2018-06-27
CUST00023582,INS-CUSTOMER-023582,37,Male,Married,Salaried,1038922,Odisha,Cuttack,715,Low,2026-03-09
CUST00023583,INS-CUSTOMER-023583,33,Female,Married,Government Employee,765132,Odisha,Bhubaneswar,670,High,2022-07-13
CUST00023584,INS-CUSTOMER-023584,44,Other,Married,Government Employee,688953,Odisha,Puri,752,Medium,2022-06-25
CUST00023585,INS-CUSTOMER-023585,27,Other,Married,Government Employee,725795,Odisha,Cuttack,641,Medium,2018-10-09
CUST00023586,INS-CUSTOMER-023586,24,Female,Married,Salaried,1747439,Delhi,Rohini,774,Medium,2022-04-29
CUST00023587,INS-CUSTOMER-023587,56,Male,Married,Salaried,415439,Telangana,Hyderabad,619,Medium,2021-08-03
CUST00023588,INS-CUSTOMER-023588,22,Male,Single,Retired,186601,Telangana,Karimnagar,645,Low,2019-11-25
CUST00023589,INS-CUSTOMER-023589,36,Male,Married,Professional,1417695,Karnataka,Mangaluru,818,Medium,2020-03-22
CUST00023590,INS-CUSTOMER-023590,46,Female,Married,Self Employed,556194,Uttar Pradesh,Varanasi,776,Medium,2020-11-20
CUST00023591,INS-CUSTOMER-023591,26,Male,Divorced,Self Employed,460460,Tamil Nadu,Madurai,710,Medium,2026-04-23
CUST00023592,INS-CUSTOMER-023592,52,Female,Single,Retired,598721,Rajasthan,Jodhpur,765,Low,2024-04-08
CUST00023593,INS-CUSTOMER-023593,31,Other,Married,Professional,291190,Telangana,Hyderabad,707,Low,2023-12-04
CUST00023594,INS-CUSTOMER-023594,39,Female,Single,Professional,1333203,Odisha,Cuttack,756,High,2019-10-24
CUST00023595,INS-CUSTOMER-023595,58,Female,Married,Salaried,286714,Kerala,Kochi,730,Medium,2020-04-27
CUST00023596,INS-CUSTOMER-023596,61,Other,Married,Government Employee,315754,Tamil Nadu,Coimbatore,608,Low,2021-03-25
CUST00023597,INS-CUSTOMER-023597,64,Female,Married,Salaried,1461068,Tamil Nadu,Madurai,711,Low,2026-07-29
CUST00023598,INS-CUSTOMER-023598,51,Female,Single,Retired,746780,West Bengal,Siliguri,629,Low,2026-07-07
CUST00023599,INS-CUSTOMER-023599,37,Other,Married,Self Employed,506915,West Bengal,Siliguri,624,Low,2020-05-26
CUST00023600,INS-CUSTOMER-023600,66,Female,Married,Self Employed,351563,Uttar Pradesh,Varanasi,742,Low,2021-11-22
CUST00023601,INS-CUSTOMER-023601,42,Female,Married,Professional,2440841,Kerala,Thiruvananthapuram,752,Low,2019-06-25
CUST00023602,INS-CUSTOMER-023602,36,Other,Married,Self Employed,204543,Uttar Pradesh,Varanasi,679,Medium,2025-04-22
CUST00023603,INS-CUSTOMER-023603,57,Female,Married,Government Employee,705386,Karnataka,Hubballi,745,Low,2023-03-19
CUST00023604,INS-CUSTOMER-023604,50,Male,Single,Salaried,587313,West Bengal,Siliguri,838,Low,2023-07-23
CUST00023605,INS-CUSTOMER-023605,49,Other,Single,Professional,777976,Rajasthan,Jaipur,735,Low,2026-02-08
CUST00023606,INS-CUSTOMER-023606,41,Male,Married,Self Employed,489711,Gujarat,Rajkot,686,Low,2019-08-02
CUST00023607,INS-CUSTOMER-023607,31,Other,Married,Salaried,1397729,Delhi,Dwarka,731,Low,2020-05-09
CUST00023608,INS-CUSTOMER-023608,28,Female,Single,Self Employed,1196282,Uttar Pradesh,Varanasi,602,Low,2022-12-09
CUST00023609,INS-CUSTOMER-023609,22,Male,Single,Salaried,648569,Karnataka,Mangaluru,664,Low,2022-07-30
CUST00023610,INS-CUSTOMER-023610,37,Other,Divorced,Professional,963763,Delhi,Rohini,720,Low,2025-12-30
CUST00023611,INS-CUSTOMER-023611,46,Male,Married,Salaried,640239,Maharashtra,Pune,686,High,2020-10-28
CUST00023612,INS-CUSTOMER-023612,40,Male,Married,Salaried,246196,Odisha,Puri,743,Medium,2024-02-14
CUST00023613,INS-CUSTOMER-023613,43,Male,Single,Professional,426027,Rajasthan,Jodhpur,744,Low,2020-06-06
CUST00023614,INS-CUSTOMER-023614,47,Other,Single,Salaried,618969,Telangana,Karimnagar,782,Low,2025-08-04
CUST00023615,INS-CUSTOMER-023615,32,Male,Married,Government Employee,1075757,Karnataka,Hubballi,855,Medium,2020-01-24
CUST00023616,INS-CUSTOMER-023616,38,Other,Single,Business Owner,195364,Uttar Pradesh,Lucknow,576,Medium,2019-05-06
CUST00023617,INS-CUSTOMER-023617,53,Other,Divorced,Salaried,416399,Odisha,Cuttack,720,High,2025-07-22
CUST00023618,INS-CUSTOMER-023618,51,Other,Married,Business Owner,331619,Odisha,Puri,720,Low,2022-12-24
CUST00023619,INS-CUSTOMER-023619,18,Other,Single,Salaried,831833,West Bengal,Durgapur,626,High,2026-06-08
CUST00023620,INS-CUSTOMER-023620,32,Male,Married,Professional,522825,Gujarat,Rajkot,643,Low,2024-01-04
CUST00023621,INS-CUSTOMER-023621,23,Male,Widowed,Business Owner,700093,Telangana,Warangal,833,Medium,2020-12-18
CUST00023622,INS-CUSTOMER-023622,36,Female,Married,Business Owner,762542,Delhi,New Delhi,766,Low,2023-08-26
CUST00023623,INS-CUSTOMER-023623,36,Female,Married,Government Employee,305431,Gujarat,Rajkot,752,High,2018-02-04
CUST00023624,INS-CUSTOMER-023624,42,Other,Divorced,Salaried,1073324,Kerala,Kochi,702,Low,2025-11-18
CUST00023625,INS-CUSTOMER-023625,25,Male,Married,Salaried,1044623,Kerala,Thiruvananthapuram,672,Medium,2022-10-10
CUST00023626,INS-CUSTOMER-023626,44,Female,Single,Salaried,945480,Odisha,Bhubaneswar,624,High,2020-10-22
CUST00023627,INS-CUSTOMER-023627,33,Other,Married,Salaried,826193,Tamil Nadu,Madurai,716,Low,2024-07-15
CUST00023628,INS-CUSTOMER-023628,27,Other,Single,Salaried,753232,Uttar Pradesh,Lucknow,643,High,2023-08-22
CUST00023629,INS-CUSTOMER-023629,54,Female,Married,Self Employed,885037,Tamil Nadu,Coimbatore,673,Medium,2020-01-25
CUST00023630,INS-CUSTOMER-023630,40,Female,Single,Professional,473185,Uttar Pradesh,Kanpur,677,Medium,2025-07-22
CUST00023631,INS-CUSTOMER-023631,33,Female,Single,Salaried,1000022,Rajasthan,Jodhpur,696,Medium,2026-04-30
CUST00023632,INS-CUSTOMER-023632,27,Male,Married,Salaried,2689076,Tamil Nadu,Chennai,758,Low,2025-03-25
CUST00023633,INS-CUSTOMER-023633,53,Female,Single,Salaried,637527,Delhi,Rohini,806,Low,2021-12-12
CUST00023634,INS-CUSTOMER-023634,46,Male,Married,Retired,671629,Delhi,New Delhi,677,High,2024-04-14
CUST00023635,INS-CUSTOMER-023635,33,Female,Married,Salaried,333786,Rajasthan,Jodhpur,762,High,2024-05-27
CUST00023636,INS-CUSTOMER-023636,61,Other,Married,Business Owner,1451362,Delhi,New Delhi,726,Medium,2022-01-26
CUST00023637,INS-CUSTOMER-023637,19,Female,Married,Self Employed,1270700,Gujarat,Vadodara,655,Low,2026-08-21
CUST00023638,INS-CUSTOMER-023638,18,Male,Married,Salaried,361452,Tamil Nadu,Madurai,656,Low,2018-03-13
CUST00023639,INS-CUSTOMER-023639,52,Other,Single,Salaried,451580,Odisha,Rourkela,754,Low,2025-10-04
CUST00023640,INS-CUSTOMER-023640,43,Other,Married,Salaried,416211,Karnataka,Mysuru,777,Low,2018-10-04
CUST00023641,INS-CUSTOMER-023641,38,Male,Single,Salaried,311717,Rajasthan,Jodhpur,741,Low,2026-01-20
CUST00023642,INS-CUSTOMER-023642,18,Male,Single,Salaried,1285870,Kerala,Thrissur,718,High,2022-02-20
CUST00023643,INS-CUSTOMER-023643,45,Male,Married,Salaried,630969,Uttar Pradesh,Lucknow,652,Low,2021-10-22
CUST00023644,INS-CUSTOMER-023644,18,Male,Married,Salaried,565889,Maharashtra,Mumbai,592,Medium,2019-07-11
CUST00023645,INS-CUSTOMER-023645,41,Male,Married,Government Employee,518838,Rajasthan,Udaipur,789,Low,2018-03-27
CUST00023646,INS-CUSTOMER-023646,37,Other,Married,Retired,154996,Kerala,Thiruvananthapuram,713,High,2020-03-09
CUST00023647,INS-CUSTOMER-023647,50,Male,Married,Professional,2304414,Karnataka,Mangaluru,656,Low,2025-02-15
CUST00023648,INS-CUSTOMER-023648,44,Female,Married,Salaried,597360,Rajasthan,Udaipur,689,Medium,2025-01-02
CUST00023649,INS-CUSTOMER-023649,40,Other,Widowed,Self Employed,1165868,West Bengal,Howrah,817,Medium,2020-03-29
CUST00023650,INS-CUSTOMER-023650,18,Male,Married,Salaried,905879,Uttar Pradesh,Lucknow,671,Medium,2025-06-02
CUST00023651,INS-CUSTOMER-023651,36,Other,Single,Business Owner,477346,Uttar Pradesh,Noida,676,Low,2024-01-27
CUST00023652,INS-CUSTOMER-023652,22,Other,Married,Government Employee,941668,Gujarat,Rajkot,846,Medium,2022-06-14
CUST00023653,INS-CUSTOMER-023653,40,Female,Single,Salaried,1694597,Delhi,Saket,619,Medium,2018-06-20
CUST00023654,INS-CUSTOMER-023654,44,Male,Single,Self Employed,248479,Tamil Nadu,Chennai,766,Low,2019-11-07
CUST00023655,INS-CUSTOMER-023655,35,Other,Divorced,Salaried,2529309,Kerala,Kozhikode,834,Low,2019-09-30
CUST00023656,INS-CUSTOMER-023656,37,Male,Single,Government Employee,748964,Rajasthan,Kota,640,Medium,2025-10-15
CUST00023657,INS-CUSTOMER-023657,54,Male,Married,Professional,3405549,Uttar Pradesh,Kanpur,720,High,2018-11-30
CUST00023658,INS-CUSTOMER-023658,54,Other,Single,Professional,367602,Maharashtra,Pune,624,Low,2019-05-17
CUST00023659,INS-CUSTOMER-023659,32,Other,Married,Retired,972724,West Bengal,Howrah,778,Low,2025-12-24
CUST00023660,INS-CUSTOMER-023660,41,Female,Single,Salaried,322361,Rajasthan,Jaipur,754,Medium,2022-11-03
CUST00023661,INS-CUSTOMER-023661,38,Other,Married,Salaried,478306,Gujarat,Vadodara,683,High,2019-05-17
CUST00023662,INS-CUSTOMER-023662,46,Female,Married,Retired,126309,Rajasthan,Kota,685,Medium,2019-04-07
CUST00023663,INS-CUSTOMER-023663,32,Other,Married,Business Owner,331776,Karnataka,Hubballi,701,Low,2024-07-05
CUST00023664,INS-CUSTOMER-023664,30,Female,Married,Government Employee,309707,Odisha,Bhubaneswar,548,Medium,2023-06-19
CUST00023665,INS-CUSTOMER-023665,18,Female,Married,Self Employed,1624537,Gujarat,Ahmedabad,682,Medium,2023-02-03
CUST00023666,INS-CUSTOMER-023666,29,Other,Married,Salaried,500941,Tamil Nadu,Chennai,724,Low,2022-09-24
