PREMIUM_TXN_ID,POLICY_ID,CUSTOMER_ID,DUE_DATE,PAID_DATE,PREMIUM_AMOUNT,PAYMENT_STATUS,PAYMENT_METHOD,PAYMENT_DELAY_DAYS,CHANNEL_COST
PRM000028891,POL000025211,CUST00023821,2025-03-01,2025-03-02,2718,Paid,Cheque,1,90.03
PRM000028892,POL000036799,CUST00072379,2025-05-18,2025-05-18,964,Paid,UPI,0,22.59
PRM000028893,POL000130315,CUST00002377,2025-01-16,2025-01-16,7066,Paid,Auto Debit,0,326.74
PRM000028894,POL000054227,CUST00047992,2026-05-15,2026-05-18,702,Paid,UPI,3,22.42
PRM000028895,POL000014217,CUST00090641,2025-12-17,2025-12-26,40812,Paid,Debit Card,9,1924.0
PRM000028896,POL000139548,CUST00045194,2025-05-14,2025-05-17,4702,Paid,Cheque,3,47.36
PRM000028897,POL000053639,CUST00061777,2025-10-16,2025-11-05,1945,Paid,Net Banking,20,74.32
PRM000028898,POL000020975,CUST00018948,2025-09-16,2025-09-16,799,Paid,Net Banking,0,37.88
PRM000028899,POL000142555,CUST00026165,2025-06-12,2025-06-24,6520,Paid,Auto Debit,12,160.73
PRM000028900,POL000148390,CUST00083986,2026-02-04,2026-02-11,26177,Paid,Cheque,7,892.92
PRM000028901,POL000001852,CUST00039441,2025-12-27,2026-01-02,1895,Paid,Credit Card,6,30.9
PRM000028902,POL000119745,CUST00028907,2026-04-30,2026-05-04,347,Paid,Net Banking,4,10.65
PRM000028903,POL000070245,CUST00094383,2026-02-01,2026-02-01,9880,Paid,UPI,0,106.72
PRM000028904,POL000043882,CUST00063057,2026-04-10,2026-04-10,4095,Paid,Net Banking,0,84.68
PRM000028905,POL000062924,CUST00008962,2026-08-02,2026-08-11,19121,Paid,Net Banking,9,358.94
PRM000028906,POL000143402,CUST00088690,2026-03-22,2026-04-05,13274,Paid,Net Banking,14,234.15
PRM000028907,POL000007582,CUST00048437,2025-08-21,2025-08-30,1083,Paid,Auto Debit,9,18.98
PRM000028908,POL000085509,CUST00024649,2025-12-18,2025-12-18,272,Paid,Credit Card,0,4.74
PRM000028909,POL000127490,CUST00098757,2025-01-23,2025-01-23,2466,Paid,Net Banking,0,79.63
PRM000028910,POL000079850,CUST00029701,2026-06-24,2026-06-24,1297,Paid,Cheque,0,64.4
PRM000028911,POL000116322,CUST00009614,2025-10-29,2025-11-16,12410,Paid,Debit Card,18,299.06
PRM000028912,POL000132402,CUST00089177,2025-02-08,2025-02-15,26654,Paid,Auto Debit,7,971.98
PRM000028913,POL000133618,CUST00072530,2025-06-29,2025-07-17,829,Paid,Cheque,18,12.95
PRM000028914,POL000003942,CUST00052929,2025-08-30,2025-08-30,10906,Paid,Net Banking,0,229.42
PRM000028915,POL000145752,CUST00051287,2026-05-12,2026-05-23,45064,Paid,Debit Card,11,1470.96
PRM000028916,POL000128175,CUST00078866,2026-02-04,2026-02-11,19039,Paid,Cheque,7,323.75
PRM000028917,POL000002039,CUST00004191,2025-01-16,2025-01-16,834,Paid,Debit Card,0,39.75
PRM000028918,POL000015037,CUST00095786,2025-09-08,2025-09-19,23953,Paid,Cheque,11,1083.96
PRM000028919,POL000001775,CUST00091606,2025-09-02,2025-09-02,6704,Paid,Auto Debit,0,275.03
PRM000028920,POL000054626,CUST00046181,2026-05-19,2026-05-24,24452,Paid,Credit Card,5,326.04
PRM000028921,POL000024525,CUST00036040,2025-05-01,2025-05-01,51383,Paid,Debit Card,0,2553.69
PRM000028922,POL000099277,CUST00053697,2025-10-04,2025-10-18,973,Paid,Net Banking,14,29.75
PRM000028923,POL000003848,CUST00090366,2026-01-15,2026-01-15,4104,Paid,UPI,0,89.92
PRM000028924,POL000049665,CUST00001553,2026-01-27,2026-01-28,2518,Paid,Debit Card,1,115.86
PRM000028925,POL000018298,CUST00006485,2025-07-29,2025-08-03,22226,Paid,Credit Card,5,386.59
PRM000028926,POL000020222,CUST00097762,2025-11-22,,19441,Overdue,Auto Debit,,962.49
PRM000028927,POL000089344,CUST00011369,2026-08-13,2026-08-13,7057,Paid,Credit Card,0,111.76
PRM000028928,POL000008521,CUST00014946,2026-05-19,2026-05-19,17344,Paid,Cheque,0,840.04
PRM000028929,POL000019599,CUST00094287,2025-03-05,2025-03-25,24044,Paid,UPI,20,765.18
PRM000028930,POL000070232,CUST00055414,2025-10-21,,5482,Overdue,UPI,,264.7
PRM000028931,POL000018653,CUST00071259,2025-08-29,2025-08-31,1068,Paid,Net Banking,2,47.99
PRM000028932,POL000128105,CUST00034222,2025-11-08,2025-11-19,1387,Paid,Net Banking,11,61.03
PRM000028933,POL000116206,CUST00062606,2025-03-29,2025-04-06,19832,Paid,Net Banking,8,483.55
PRM000028934,POL000107843,CUST00039817,2026-04-12,2026-04-15,17676,Paid,Credit Card,3,578.26
PRM000028935,POL000038395,CUST00004047,2026-04-21,2026-04-30,8893,Paid,Auto Debit,9,312.26
PRM000028936,POL000025968,CUST00089944,2026-03-14,2026-03-29,14200,Paid,Debit Card,15,330.43
PRM000028937,POL000018990,CUST00053633,2026-02-10,2026-02-10,22078,Paid,Auto Debit,0,586.9
PRM000028938,POL000036790,CUST00011092,2025-05-23,2025-05-23,1607,Paid,UPI,0,33.22
PRM000028939,POL000143597,CUST00014021,2026-07-14,2026-07-17,8919,Paid,Debit Card,3,412.68
PRM000028940,POL000093775,CUST00089328,2026-03-22,2026-03-23,30396,Paid,Credit Card,1,1134.12
PRM000028941,POL000137801,CUST00042928,2025-11-10,2025-11-10,9038,Paid,UPI,0,279.71
PRM000028942,POL000079121,CUST00067427,2026-07-13,,31864,Overdue,UPI,,1151.73
PRM000028943,POL000120721,CUST00005267,2025-08-26,2025-08-26,14003,Paid,Net Banking,0,508.22
PRM000028944,POL000048127,CUST00030292,2025-07-01,2025-07-01,24592,Paid,Net Banking,0,966.7
PRM000028945,POL000110417,CUST00065854,2025-11-14,2025-11-14,25981,Paid,Credit Card,0,779.52
PRM000028946,POL000104263,CUST00023942,2026-05-30,2026-05-30,788,Paid,Debit Card,0,8.12
PRM000028947,POL000019934,CUST00081086,2026-05-28,2026-06-09,9597,Paid,Net Banking,12,243.86
PRM000028948,POL000076353,CUST00050333,2026-03-26,2026-03-26,3358,Paid,Debit Card,0,102.1
PRM000028949,POL000078188,CUST00001218,2026-04-29,,771,Overdue,UPI,,25.02
PRM000028950,POL000011108,CUST00042630,2025-07-22,2025-07-22,6281,Paid,Net Banking,0,291.51
PRM000028951,POL000101302,CUST00032130,2025-12-15,2025-12-15,2056,Paid,Debit Card,0,87.2
PRM000028952,POL000020217,CUST00023658,2025-04-06,2025-04-06,2216,Paid,Cheque,0,37.23
PRM000028953,POL000112043,CUST00084635,2026-06-13,2026-06-13,1251,Paid,Credit Card,0,30.45
PRM000028954,POL000143220,CUST00060132,2025-02-09,2025-02-09,18724,Paid,Auto Debit,0,400.43
PRM000028955,POL000021373,CUST00028694,2026-05-05,2026-05-05,1837,Paid,Credit Card,0,63.08
PRM000028956,POL000126403,CUST00004044,2026-06-16,2026-07-03,1158,Paid,Auto Debit,17,31.14
PRM000028957,POL000047787,CUST00029463,2025-05-19,2025-05-21,4696,Paid,Credit Card,2,205.7
PRM000028958,POL000069723,CUST00073380,2025-02-05,2025-02-05,3269,Paid,UPI,0,153.73
PRM000028959,POL000026177,CUST00082070,2025-01-12,2025-01-12,1108,Paid,Debit Card,0,33.91
PRM000028960,POL000144326,CUST00099133,2026-01-31,2026-02-04,1350,Paid,UPI,4,17.1
PRM000028961,POL000016172,CUST00065211,2025-10-13,2025-10-13,35488,Paid,Net Banking,0,1624.12
PRM000028962,POL000124877,CUST00007121,2026-08-31,2026-09-06,2651,Paid,UPI,6,117.14
PRM000028963,POL000096793,CUST00000162,2026-07-25,2026-08-11,16250,Paid,Net Banking,17,212.54
PRM000028964,POL000070601,CUST00093349,2026-03-23,2026-03-31,25653,Paid,UPI,8,1012.18
PRM000028965,POL000122447,CUST00096400,2025-05-16,2025-05-16,4042,Paid,Net Banking,0,54.57
PRM000028966,POL000042295,CUST00094981,2025-09-08,2025-09-08,17566,Paid,Net Banking,0,416.44
PRM000028967,POL000069021,CUST00052931,2026-06-17,2026-06-17,1842,Paid,Debit Card,0,44.47
PRM000028968,POL000115816,CUST00067604,2025-07-22,2025-07-22,2702,Paid,Debit Card,0,121.1
PRM000028969,POL000083470,CUST00015530,2026-02-24,2026-02-24,12387,Paid,Net Banking,0,493.55
PRM000028970,POL000022713,CUST00048910,2026-08-18,2026-09-03,18593,Paid,Debit Card,16,300.19
PRM000028971,POL000020107,CUST00093290,2026-02-12,2026-02-24,10239,Paid,Auto Debit,12,388.79
PRM000028972,POL000020066,CUST00044097,2026-06-03,2026-06-09,7634,Paid,Debit Card,6,206.35
PRM000028973,POL000050103,CUST00042869,2025-05-30,2025-05-30,35117,Paid,Cheque,0,1127.14
PRM000028974,POL000148216,CUST00045111,2026-02-27,2026-02-27,5235,Paid,Net Banking,0,145.94
PRM000028975,POL000116271,CUST00024005,2026-03-14,2026-03-14,33768,Paid,UPI,0,540.18
PRM000028976,POL000106377,CUST00039633,2026-06-17,2026-06-17,2400,Paid,Net Banking,0,52.42
PRM000028977,POL000060011,CUST00039268,2026-01-26,2026-01-26,14939,Paid,Cheque,0,192.56
PRM000028978,POL000011342,CUST00015271,2025-10-14,2025-10-14,1514,Paid,Debit Card,0,42.12
PRM000028979,POL000071458,CUST00097090,2026-01-03,2026-01-29,1753,Paid,Debit Card,26,52.17
PRM000028980,POL000121597,CUST00097118,2025-01-01,2025-01-20,4995,Paid,Net Banking,19,134.01
PRM000028981,POL000080733,CUST00033041,2026-08-07,2026-08-07,3911,Paid,Credit Card,0,57.32
PRM000028982,POL000134113,CUST00031622,2026-05-06,2026-05-08,844,Paid,Auto Debit,2,17.37
PRM000028983,POL000095974,CUST00060170,2025-01-11,2025-01-20,23994,Paid,UPI,9,781.57
PRM000028984,POL000066703,CUST00009967,2026-05-29,2026-05-29,1130,Paid,Debit Card,0,16.63
PRM000028985,POL000136390,CUST00019508,2025-06-25,2025-07-05,25962,Paid,UPI,10,520.23
PRM000028986,POL000139068,CUST00068830,2025-03-03,2025-03-30,17499,Paid,Cheque,27,607.86
PRM000028987,POL000134048,CUST00013049,2025-08-24,,3843,Overdue,Cheque,,116.73
PRM000028988,POL000005940,CUST00053491,2025-03-08,,1514,Pending,Credit Card,,70.93
PRM000028989,POL000139375,CUST00045123,2026-04-11,2026-04-23,12687,Paid,Cheque,12,269.43
PRM000028990,POL000026444,CUST00035931,2026-06-13,2026-06-28,15659,Paid,UPI,15,737.03
PRM000028991,POL000130763,CUST00089543,2025-12-30,2025-12-30,1003,Paid,UPI,0,38.26
PRM000028992,POL000021693,CUST00055340,2025-06-16,2025-06-24,1385,Paid,Debit Card,8,46.35
PRM000028993,POL000000144,CUST00008325,2026-04-09,2026-04-25,2133,Paid,Cheque,16,70.2
PRM000028994,POL000040168,CUST00018602,2026-05-09,2026-05-11,29111,Paid,UPI,2,444.65
PRM000028995,POL000140926,CUST00052585,2025-08-13,2025-09-06,1145,Paid,Auto Debit,24,32.21
PRM000028996,POL000014118,CUST00031271,2026-06-16,,1275,Failed,Debit Card,,51.98
PRM000028997,POL000091606,CUST00050468,2026-07-17,2026-07-25,1784,Paid,Debit Card,8,39.71
PRM000028998,POL000048654,CUST00099617,2026-04-27,2026-05-05,9281,Paid,Cheque,8,301.12
PRM000028999,POL000055925,CUST00024190,2025-08-22,2025-09-04,1479,Paid,Cheque,13,55.57
PRM000029000,POL000038038,CUST00095278,2025-05-11,2025-05-11,45959,Paid,Net Banking,0,1781.07
PRM000029001,POL000014064,CUST00081025,2025-10-04,2025-10-04,1646,Paid,UPI,0,40.23
PRM000029002,POL000055406,CUST00091676,2026-07-19,2026-08-04,12961,Paid,Cheque,16,481.71
PRM000029003,POL000034729,CUST00048397,2026-08-17,2026-09-11,15825,Paid,UPI,25,729.78
PRM000029004,POL000024598,CUST00034248,2026-07-13,2026-07-31,2926,Paid,Auto Debit,18,98.08
PRM000029005,POL000075719,CUST00008679,2026-08-02,2026-08-22,13644,Paid,Debit Card,20,565.35
PRM000029006,POL000072206,CUST00099393,2025-03-26,2025-03-31,41595,Paid,UPI,5,1864.78
PRM000029007,POL000109253,CUST00065702,2025-12-11,2025-12-17,3045,Paid,Debit Card,6,78.79
PRM000029008,POL000039215,CUST00055198,2025-03-07,2025-03-14,37393,Paid,UPI,7,788.37
PRM000029009,POL000029576,CUST00095895,2025-01-07,2025-01-13,4652,Paid,UPI,6,178.51
PRM000029010,POL000087219,CUST00008227,2025-04-20,2025-05-02,777,Paid,UPI,12,28.81
PRM000029011,POL000102313,CUST00074182,2026-04-11,2026-04-15,10809,Paid,Auto Debit,4,285.98
PRM000029012,POL000026454,CUST00005958,2025-10-20,2025-10-20,2077,Paid,Auto Debit,0,31.99
PRM000029013,POL000036550,CUST00072258,2025-08-05,2025-08-05,8600,Paid,Debit Card,0,286.39
PRM000029014,POL000067071,CUST00014510,2026-07-17,2026-07-20,18758,Paid,Credit Card,3,295.62
PRM000029015,POL000033032,CUST00057791,2025-12-12,2025-12-20,16362,Paid,Net Banking,8,525.76
PRM000029016,POL000131909,CUST00084231,2026-07-12,2026-08-10,1109,Paid,Auto Debit,29,45.8
PRM000029017,POL000141010,CUST00069950,2025-06-07,2025-06-14,6261,Paid,Auto Debit,7,173.14
PRM000029018,POL000126517,CUST00066251,2026-06-12,2026-06-17,2091,Paid,Cheque,5,88.59
PRM000029019,POL000086458,CUST00024478,2025-08-20,2025-08-20,9687,Paid,Auto Debit,0,374.53
PRM000029020,POL000139263,CUST00031606,2025-03-13,,17370,Overdue,Auto Debit,,654.35
PRM000029021,POL000080382,CUST00033692,2026-01-07,2026-01-07,17927,Paid,Auto Debit,0,538.61
PRM000029022,POL000101159,CUST00011728,2026-07-31,2026-07-31,11494,Paid,UPI,0,405.06
PRM000029023,POL000043192,CUST00011186,2026-04-25,2026-04-27,1342,Paid,Cheque,2,43.47
PRM000029024,POL000079311,CUST00061927,2026-03-01,2026-03-01,13372,Paid,Debit Card,0,532.78
PRM000029025,POL000078811,CUST00089189,2026-03-14,2026-03-14,3568,Paid,Debit Card,0,92.75
PRM000029026,POL000022364,CUST00080612,2025-12-29,2026-01-13,18424,Paid,Net Banking,15,767.23
PRM000029027,POL000008293,CUST00026070,2026-04-02,,8620,Pending,Net Banking,,171.78
PRM000029028,POL000075845,CUST00095648,2025-03-19,2025-03-19,1043,Paid,Debit Card,0,48.33
PRM000029029,POL000008660,CUST00003613,2025-12-11,2026-01-16,10489,Paid,Auto Debit,36,192.29
PRM000029030,POL000112606,CUST00087379,2026-07-21,,11363,Pending,UPI,,459.54
PRM000029031,POL000087829,CUST00073978,2026-02-18,2026-02-19,11399,Paid,Credit Card,1,249.08
PRM000029032,POL000138161,CUST00022614,2025-12-22,2025-12-22,2033,Paid,UPI,0,64.14
PRM000029033,POL000040585,CUST00043398,2026-04-27,2026-05-29,858,Paid,Cheque,32,14.94
PRM000029034,POL000051613,CUST00025476,2025-02-05,2025-02-24,13121,Paid,UPI,19,625.65
PRM000029035,POL000135378,CUST00095618,2025-07-02,2025-07-14,736,Paid,Cheque,12,14.0
PRM000029036,POL000019758,CUST00058179,2026-07-16,2026-07-16,2040,Paid,Credit Card,0,50.67
PRM000029037,POL000106560,CUST00062120,2026-05-22,2026-06-05,1564,Paid,UPI,14,16.9
PRM000029038,POL000047267,CUST00084408,2026-03-25,2026-03-25,21162,Paid,UPI,0,916.76
PRM000029039,POL000094702,CUST00013772,2025-05-25,,22143,Pending,Cheque,,395.76
PRM000029040,POL000017452,CUST00000605,2026-05-10,2026-05-19,1704,Paid,Cheque,9,40.52
PRM000029041,POL000010736,CUST00043427,2025-10-03,2025-10-20,5774,Paid,Credit Card,17,229.55
PRM000029042,POL000020274,CUST00049929,2025-11-20,2025-12-05,35738,Paid,Credit Card,15,712.76
PRM000029043,POL000031823,CUST00039476,2026-02-01,2026-02-03,5525,Paid,Net Banking,2,78.22
PRM000029044,POL000141926,CUST00019237,2026-02-04,2026-02-14,11330,Paid,Net Banking,10,368.78
PRM000029045,POL000133168,CUST00070109,2025-03-29,2025-03-29,2873,Paid,UPI,0,76.22
PRM000029046,POL000115701,CUST00060477,2025-09-05,2025-09-25,1624,Paid,Debit Card,20,41.77
PRM000029047,POL000089769,CUST00017159,2025-12-30,2025-12-30,20239,Paid,Cheque,0,243.84
PRM000029048,POL000024699,CUST00002243,2026-08-03,2026-08-19,822,Paid,UPI,16,25.75
PRM000029049,POL000111292,CUST00065044,2025-01-08,2025-01-23,766,Paid,Debit Card,15,29.82
PRM000029050,POL000149986,CUST00068631,2026-07-27,,18859,Failed,UPI,,263.65
PRM000029051,POL000049016,CUST00013950,2025-09-26,2025-09-26,2335,Paid,Debit Card,0,107.35
PRM000029052,POL000042508,CUST00056199,2026-08-01,,877,Failed,Credit Card,,38.96
PRM000029053,POL000015740,CUST00094093,2025-04-13,2025-04-17,1315,Paid,Debit Card,4,40.45
PRM000029054,POL000051381,CUST00096647,2025-12-07,2025-12-07,5156,Paid,Net Banking,0,226.99
PRM000029055,POL000136311,CUST00098900,2025-09-02,2025-09-22,25904,Paid,Net Banking,20,501.34
PRM000029056,POL000003021,CUST00055916,2025-04-06,2025-04-06,2169,Paid,Auto Debit,0,62.55
PRM000029057,POL000008496,CUST00007848,2025-08-10,2025-08-17,308,Paid,UPI,7,7.01
PRM000029058,POL000049223,CUST00054938,2026-03-24,2026-03-24,1359,Paid,Debit Card,0,20.33
PRM000029059,POL000044588,CUST00038782,2026-02-17,2026-03-29,4609,Paid,Credit Card,40,125.82
PRM000029060,POL000103576,CUST00088718,2026-05-23,2026-05-23,41965,Paid,Auto Debit,0,2076.72
PRM000029061,POL000111995,CUST00003841,2025-12-22,2026-01-03,3658,Paid,Net Banking,12,53.59
PRM000029062,POL000020328,CUST00069602,2026-08-28,2026-08-28,4167,Paid,Auto Debit,0,198.95
PRM000029063,POL000143610,CUST00095887,2025-02-15,2025-02-22,13391,Paid,Debit Card,7,375.17
PRM000029064,POL000081499,CUST00055265,2025-02-20,2025-02-27,48664,Paid,Auto Debit,7,1546.67
PRM000029065,POL000089298,CUST00005540,2025-05-07,2025-05-07,28873,Paid,Cheque,0,857.89
PRM000029066,POL000030889,CUST00014390,2025-04-16,2025-04-27,24798,Paid,Auto Debit,11,1158.07
PRM000029067,POL000120536,CUST00020938,2025-03-09,2025-03-11,3094,Paid,Auto Debit,2,141.34
PRM000029068,POL000121916,CUST00082401,2025-05-17,2025-05-17,14604,Paid,UPI,0,318.88
PRM000029069,POL000025266,CUST00042640,2025-05-09,2025-05-09,275,Paid,Credit Card,0,10.86
PRM000029070,POL000140415,CUST00023939,2025-01-16,2025-01-29,1745,Paid,Credit Card,13,52.99
PRM000029071,POL000055267,CUST00096661,2025-04-09,2025-05-03,12136,Paid,Cheque,24,570.3
PRM000029072,POL000120451,CUST00065254,2026-03-12,2026-03-12,13311,Paid,Net Banking,0,266.03
PRM000029073,POL000040820,CUST00090435,2026-01-10,,1369,Pending,UPI,,25.37
PRM000029074,POL000092609,CUST00046736,2026-05-01,2026-05-01,18141,Paid,Credit Card,0,311.82
PRM000029075,POL000016339,CUST00022983,2025-04-21,2025-05-12,267,Paid,Net Banking,21,12.88
PRM000029076,POL000040501,CUST00040142,2026-08-24,2026-08-25,6470,Paid,Auto Debit,1,296.89
PRM000029077,POL000016411,CUST00022423,2025-08-14,2025-08-19,5729,Paid,Net Banking,5,190.32
PRM000029078,POL000049944,CUST00071162,2026-05-31,2026-06-13,510,Paid,Net Banking,13,21.1
PRM000029079,POL000123034,CUST00045666,2025-04-13,,2242,Failed,Cheque,,28.83
PRM000029080,POL000143267,CUST00081796,2025-12-18,2025-12-18,9732,Paid,Auto Debit,0,402.17
PRM000029081,POL000073706,CUST00021835,2025-07-04,2025-07-18,2553,Paid,UPI,14,51.16
PRM000029082,POL000103030,CUST00095199,2026-04-13,2026-04-20,12033,Paid,UPI,7,447.97
PRM000029083,POL000077661,CUST00077918,2025-03-01,2025-03-14,21152,Paid,Cheque,13,396.16
PRM000029084,POL000099353,CUST00085608,2025-11-03,2025-11-03,12930,Paid,Cheque,0,208.76
PRM000029085,POL000046382,CUST00095237,2025-06-27,2025-06-27,24246,Paid,Credit Card,0,639.72
PRM000029086,POL000032277,CUST00096716,2025-05-11,2025-05-24,1599,Paid,Credit Card,13,62.86
PRM000029087,POL000002463,CUST00063464,2025-09-14,2025-09-23,20932,Paid,Cheque,9,435.42
PRM000029088,POL000121778,CUST00099723,2025-07-14,2025-07-29,18242,Paid,UPI,15,725.02
PRM000029089,POL000053712,CUST00026484,2025-04-27,2025-04-27,5213,Paid,Auto Debit,0,117.33
PRM000029090,POL000024540,CUST00048540,2025-07-01,2025-07-04,325,Paid,Net Banking,3,15.41
PRM000029091,POL000061149,CUST00071553,2025-03-07,2025-03-07,1306,Paid,Cheque,0,14.78
PRM000029092,POL000078111,CUST00011099,2025-06-28,2025-06-28,3478,Paid,Debit Card,0,63.02
PRM000029093,POL000108188,CUST00001556,2026-01-14,2026-01-14,49512,Paid,Cheque,0,2035.37
PRM000029094,POL000124910,CUST00018190,2025-01-17,2025-01-21,975,Paid,Debit Card,4,24.46
PRM000029095,POL000046365,CUST00029803,2025-07-13,2025-07-24,26487,Paid,Credit Card,11,920.92
PRM000029096,POL000098714,CUST00073984,2025-08-01,2025-08-18,41501,Paid,Debit Card,17,1883.87
PRM000029097,POL000092648,CUST00075854,2025-10-25,2025-11-06,9982,Paid,UPI,12,185.18
PRM000029098,POL000030889,CUST00014390,2025-03-30,2025-03-30,6199,Paid,Net Banking,0,307.42
PRM000029099,POL000091281,CUST00028924,2026-08-20,2026-08-20,39555,Paid,Debit Card,0,1593.75
PRM000029100,POL000059228,CUST00029507,2025-04-03,,2716,Failed,UPI,,117.46
PRM000029101,POL000112319,CUST00016105,2025-04-25,2025-04-26,14958,Paid,Credit Card,1,530.17
PRM000029102,POL000053158,CUST00006887,2026-02-16,2026-02-16,1069,Paid,Credit Card,0,14.45
PRM000029103,POL000093799,CUST00033925,2026-04-04,2026-04-20,7772,Paid,Cheque,16,337.86
PRM000029104,POL000007173,CUST00092702,2026-08-16,,2225,Pending,Net Banking,,76.47
PRM000029105,POL000115743,CUST00058272,2025-10-15,2025-10-15,575,Paid,Auto Debit,0,9.63
PRM000029106,POL000041047,CUST00033475,2025-08-30,2025-08-30,11297,Paid,Auto Debit,0,447.95
PRM000029107,POL000145678,CUST00029451,2025-01-13,2025-02-02,51448,Paid,Credit Card,20,1898.79
PRM000029108,POL000107876,CUST00052368,2026-06-06,,7009,Pending,UPI,,285.02
PRM000029109,POL000057837,CUST00061292,2025-06-10,2025-06-11,4520,Paid,Debit Card,1,111.36
PRM000029110,POL000140132,CUST00024462,2025-09-25,2025-10-26,20316,Paid,Credit Card,31,908.42
PRM000029111,POL000102847,CUST00088884,2026-01-30,2026-01-30,14958,Paid,Debit Card,0,474.16
PRM000029112,POL000105003,CUST00076615,2026-05-09,2026-05-27,69152,Paid,Debit Card,18,2456.17
PRM000029113,POL000034586,CUST00018380,2025-02-26,2025-02-26,707,Paid,UPI,0,9.57
PRM000029114,POL000062783,CUST00023887,2025-12-20,2025-12-20,705,Paid,Cheque,0,30.07
PRM000029115,POL000036342,CUST00062698,2025-04-15,,245,Overdue,Auto Debit,,5.06
PRM000029116,POL000073349,CUST00037858,2025-06-10,2025-07-02,2152,Paid,Auto Debit,22,23.24
PRM000029117,POL000088745,CUST00046637,2025-11-26,2025-11-26,12495,Paid,Auto Debit,0,366.57
PRM000029118,POL000147489,CUST00091070,2026-08-25,2026-08-30,7927,Paid,Debit Card,5,379.63
PRM000029119,POL000075257,CUST00083446,2025-04-25,2025-04-25,1446,Paid,Debit Card,0,71.91
PRM000029120,POL000080793,CUST00035971,2025-07-16,2025-08-16,37036,Paid,Net Banking,31,1841.11
PRM000029121,POL000109627,CUST00031658,2026-02-21,2026-03-08,1555,Paid,Cheque,15,19.0
PRM000029122,POL000012819,CUST00043198,2026-05-07,2026-05-07,17292,Paid,Cheque,0,286.65
PRM000029123,POL000105030,CUST00065342,2025-06-25,2025-06-27,577,Paid,Net Banking,2,18.86
PRM000029124,POL000139321,CUST00083061,2025-11-26,2025-12-09,9549,Paid,Auto Debit,13,372.57
PRM000029125,POL000042211,CUST00013974,2025-05-18,2025-06-14,636,Paid,Cheque,27,20.36
PRM000029126,POL000116164,CUST00011319,2026-04-14,2026-04-14,1009,Paid,Cheque,0,25.51
PRM000029127,POL000147078,CUST00039276,2026-03-10,2026-03-10,4887,Paid,Cheque,0,204.69
PRM000029128,POL000049808,CUST00030215,2025-02-16,2025-03-13,8236,Paid,Debit Card,25,192.86
PRM000029129,POL000036465,CUST00018771,2025-03-16,2025-03-16,40197,Paid,UPI,0,1006.25
PRM000029130,POL000088666,CUST00084204,2026-07-28,,14197,Pending,UPI,,692.89
PRM000029131,POL000114198,CUST00031788,2026-02-07,2026-02-07,626,Paid,Debit Card,0,24.94
PRM000029132,POL000105866,CUST00060810,2025-01-05,2025-01-05,9541,Paid,Debit Card,0,463.64
PRM000029133,POL000049130,CUST00016534,2025-12-30,2025-12-30,582,Paid,UPI,0,18.47
PRM000029134,POL000040996,CUST00094464,2025-06-07,2025-06-07,1248,Paid,Cheque,0,32.06
PRM000029135,POL000103990,CUST00021155,2025-04-06,2025-04-18,23352,Paid,Debit Card,12,408.77
PRM000029136,POL000028294,CUST00018495,2025-01-20,2025-01-20,7860,Paid,Debit Card,0,214.69
PRM000029137,POL000087476,CUST00025402,2026-01-11,2026-01-11,1392,Paid,Credit Card,0,39.03
PRM000029138,POL000056609,CUST00038501,2025-08-06,2025-08-24,1553,Paid,UPI,18,49.57
PRM000029139,POL000008575,CUST00067623,2026-08-01,2026-08-19,12658,Paid,Net Banking,18,557.48
PRM000029140,POL000110837,CUST00023851,2025-08-21,2025-08-25,1160,Paid,Debit Card,4,51.34
PRM000029141,POL000006122,CUST00054568,2025-03-13,2025-03-13,4604,Paid,Net Banking,0,176.94
PRM000029142,POL000123691,CUST00072208,2026-08-17,2026-08-17,1038,Paid,Net Banking,0,25.39
PRM000029143,POL000021659,CUST00067643,2025-01-28,2025-01-28,13539,Paid,Auto Debit,0,339.44
PRM000029144,POL000040278,CUST00072205,2025-12-19,2025-12-19,4641,Paid,Auto Debit,0,99.13
PRM000029145,POL000038376,CUST00041041,2026-01-03,2026-01-03,1565,Paid,Debit Card,0,45.09
PRM000029146,POL000013046,CUST00072736,2025-09-15,2025-09-17,11321,Paid,UPI,2,120.58
PRM000029147,POL000133907,CUST00047155,2025-07-13,2025-07-22,15676,Paid,Auto Debit,9,574.07
PRM000029148,POL000056651,CUST00005922,2025-05-03,2025-05-03,1390,Paid,Net Banking,0,64.73
PRM000029149,POL000029394,CUST00065716,2025-03-15,,10938,Overdue,UPI,,515.64
PRM000029150,POL000121034,CUST00036198,2025-07-09,2025-07-11,1047,Paid,Credit Card,2,33.55
PRM000029151,POL000107569,CUST00091150,2026-01-27,,577,Pending,Auto Debit,,8.44
PRM000029152,POL000041474,CUST00086528,2026-08-25,2026-09-06,1209,Paid,Cheque,12,55.98
PRM000029153,POL000081014,CUST00098953,2026-05-07,2026-06-01,7891,Paid,Cheque,25,156.02
PRM000029154,POL000030376,CUST00017141,2025-10-05,2025-10-30,8537,Paid,Auto Debit,25,188.07
PRM000029155,POL000022947,CUST00044852,2026-02-09,2026-02-09,13124,Paid,Credit Card,0,604.48
PRM000029156,POL000120517,CUST00074273,2025-01-29,2025-01-29,722,Paid,UPI,0,29.82
PRM000029157,POL000096495,CUST00091907,2025-02-08,2025-03-05,9222,Paid,UPI,25,373.08
