AGENT_ID,AGENT_NAME,AGENT_TYPE,REGION,EXPERIENCE_YEARS,COMMISSION_PCT,POLICIES_SOLD,RENEWAL_RATE_PCT,STATUS,JOIN_DATE
AGT001146,Agent 01146,Bank Partner,East,12,10.45,422,96.71,Active,2020-01-29
AGT001147,Agent 01147,Corporate Agent,East,4,5.07,291,71.09,Active,2020-10-09
AGT001148,Agent 01148,Broker,North,8,8.01,126,80.31,Active,2018-01-29
AGT001149,Agent 01149,Individual Agent,West,14,6.7,403,96.12,Active,2026-05-10
AGT001150,Agent 01150,Broker,East,5,5.38,78,88.49,Active,2017-06-28
AGT001151,Agent 01151,Individual Agent,West,6,1.13,113,86.74,Active,2023-08-02
AGT001152,Agent 01152,Digital Partner,South,1,6.88,252,75.18,Active,2017-01-30
AGT001153,Agent 01153,Individual Agent,Central,10,4.0,425,96.58,Active,2018-10-14
AGT001154,Agent 01154,Broker,Central,12,8.22,447,81.92,Active,2015-03-08
AGT001155,Agent 01155,Bank Partner,North,1,8.3,221,95.24,Active,2015-06-12
AGT001156,Agent 01156,Corporate Agent,North,5,1.42,250,71.46,Active,2018-07-20
AGT001157,Agent 01157,Broker,South,5,3.13,30,86.06,Inactive,2015-11-16
AGT001158,Agent 01158,Bank Partner,South,10,4.78,334,80.15,Active,2016-02-06
AGT001159,Agent 01159,Individual Agent,North,13,11.12,481,73.93,Active,2023-10-17
AGT001160,Agent 01160,Digital Partner,West,1,10.06,199,78.65,Inactive,2022-03-19
AGT001161,Agent 01161,Individual Agent,North,14,6.92,304,75.69,Inactive,2025-10-07
AGT001162,Agent 01162,Individual Agent,West,11,5.42,56,72.09,Active,2015-04-04
AGT001163,Agent 01163,Individual Agent,North,10,2.53,302,91.04,Active,2019-04-30
AGT001164,Agent 01164,Corporate Agent,West,4,11.11,166,70.23,Inactive,2019-04-15
AGT001165,Agent 01165,Broker,South,15,4.81,51,96.64,Inactive,2021-01-17
AGT001166,Agent 01166,Broker,West,12,2.72,347,70.82,Active,2022-08-23
AGT001167,Agent 01167,Digital Partner,North,3,8.5,171,75.87,Active,2026-04-04
AGT001168,Agent 01168,Broker,South,3,11.17,105,72.17,Active,2023-08-17
AGT001169,Agent 01169,Digital Partner,North,5,1.69,358,76.72,Active,2017-12-08
AGT001170,Agent 01170,Digital Partner,North,3,11.7,367,71.49,Active,2016-06-25
AGT001171,Agent 01171,Corporate Agent,West,5,6.47,61,76.58,Active,2023-01-17
AGT001172,Agent 01172,Digital Partner,South,4,1.65,137,94.04,Active,2026-02-24
AGT001173,Agent 01173,Digital Partner,West,12,11.99,178,73.76,Active,2021-02-06
AGT001174,Agent 01174,Individual Agent,East,12,5.31,486,75.86,Active,2026-04-01
AGT001175,Agent 01175,Individual Agent,North,14,8.02,197,88.45,Inactive,2021-08-20
AGT001176,Agent 01176,Broker,East,1,3.96,99,93.63,Active,2017-04-08
AGT001177,Agent 01177,Individual Agent,East,4,11.65,59,85.11,Inactive,2023-02-17
AGT001178,Agent 01178,Individual Agent,West,4,5.04,445,97.68,Active,2022-06-01
AGT001179,Agent 01179,Bank Partner,East,13,4.96,413,72.45,Active,2026-06-04
AGT001180,Agent 01180,Corporate Agent,North,9,3.26,37,95.05,Active,2019-05-15
AGT001181,Agent 01181,Bank Partner,West,13,3.36,229,73.91,Active,2024-03-30
AGT001182,Agent 01182,Broker,North,13,5.78,165,87.99,Active,2018-10-12
AGT001183,Agent 01183,Bank Partner,Central,4,7.19,88,97.75,Active,2023-11-10
AGT001184,Agent 01184,Bank Partner,North,6,11.18,494,77.51,Active,2015-11-15
AGT001185,Agent 01185,Digital Partner,West,7,2.4,484,79.72,Active,2018-10-08
AGT001186,Agent 01186,Corporate Agent,South,15,8.52,115,78.93,Active,2015-05-11
AGT001187,Agent 01187,Bank Partner,South,3,6.66,345,73.48,Active,2020-04-16
AGT001188,Agent 01188,Broker,Central,3,1.03,393,88.08,Active,2020-02-01
AGT001189,Agent 01189,Individual Agent,South,6,10.79,185,85.97,Active,2020-10-09
AGT001190,Agent 01190,Broker,Central,10,3.79,346,85.27,Active,2020-03-20
AGT001191,Agent 01191,Bank Partner,North,15,5.3,57,95.31,Active,2019-03-09
AGT001192,Agent 01192,Corporate Agent,North,11,11.91,245,89.54,Active,2017-01-24
AGT001193,Agent 01193,Individual Agent,Central,5,3.41,94,97.9,Active,2025-11-28
AGT001194,Agent 01194,Corporate Agent,South,15,7.73,452,89.88,Active,2025-05-05
AGT001195,Agent 01195,Digital Partner,West,4,11.53,92,77.53,Active,2021-02-15
AGT001196,Agent 01196,Bank Partner,East,8,1.94,442,75.79,Active,2021-09-15
AGT001197,Agent 01197,Individual Agent,East,3,11.85,229,88.66,Inactive,2019-05-19
AGT001198,Agent 01198,Corporate Agent,South,8,1.21,156,90.41,Active,2015-05-21
AGT001199,Agent 01199,Bank Partner,West,11,11.18,190,97.73,Active,2018-05-11
AGT001200,Agent 01200,Individual Agent,South,12,1.82,266,83.82,Inactive,2019-03-16
AGT001201,Agent 01201,Corporate Agent,East,3,4.22,81,71.16,Active,2015-11-08
AGT001202,Agent 01202,Broker,West,8,9.41,372,90.6,Active,2023-09-19
AGT001203,Agent 01203,Bank Partner,Central,7,7.11,355,76.83,Active,2020-06-17
AGT001204,Agent 01204,Digital Partner,West,3,11.94,347,73.16,Active,2021-10-27
AGT001205,Agent 01205,Broker,Central,5,3.89,396,96.19,Active,2025-02-03
AGT001206,Agent 01206,Digital Partner,East,7,7.61,143,85.59,Active,2023-12-19
AGT001207,Agent 01207,Individual Agent,North,14,7.85,153,94.74,Active,2023-11-14
AGT001208,Agent 01208,Bank Partner,North,12,9.85,430,95.78,Active,2018-01-22
AGT001209,Agent 01209,Broker,South,2,1.28,236,79.0,Active,2023-11-14
AGT001210,Agent 01210,Bank Partner,South,3,4.84,406,87.8,Active,2018-12-16
AGT001211,Agent 01211,Individual Agent,Central,10,8.47,235,84.29,Inactive,2023-02-28
AGT001212,Agent 01212,Broker,West,1,7.55,43,81.54,Active,2021-09-27
AGT001213,Agent 01213,Individual Agent,Central,2,10.02,303,81.25,Active,2022-07-28
AGT001214,Agent 01214,Digital Partner,North,13,8.44,479,90.07,Inactive,2018-04-20
AGT001215,Agent 01215,Corporate Agent,East,4,11.99,347,90.14,Active,2020-03-06
AGT001216,Agent 01216,Corporate Agent,Central,8,3.73,388,81.21,Active,2018-07-04
AGT001217,Agent 01217,Corporate Agent,East,13,10.39,489,73.93,Inactive,2016-06-06
AGT001218,Agent 01218,Bank Partner,West,3,4.27,234,83.85,Inactive,2024-08-30
AGT001219,Agent 01219,Broker,North,2,2.12,32,70.86,Active,2016-08-24
AGT001220,Agent 01220,Individual Agent,North,7,3.25,205,81.74,Active,2025-10-24
AGT001221,Agent 01221,Individual Agent,Central,14,1.18,49,93.72,Active,2022-04-06
AGT001222,Agent 01222,Corporate Agent,North,13,5.99,179,96.74,Active,2020-08-01
AGT001223,Agent 01223,Individual Agent,North,8,11.71,456,70.01,Active,2018-05-01
AGT001224,Agent 01224,Digital Partner,Central,8,7.35,454,83.91,Inactive,2017-12-08
AGT001225,Agent 01225,Individual Agent,South,10,3.36,434,78.58,Active,2022-05-01
AGT001226,Agent 01226,Individual Agent,North,6,2.56,442,75.39,Active,2020-09-13
AGT001227,Agent 01227,Corporate Agent,Central,1,3.07,122,84.74,Active,2025-08-27
AGT001228,Agent 01228,Bank Partner,East,1,1.06,131,83.48,Active,2024-09-22
AGT001229,Agent 01229,Bank Partner,East,9,3.55,58,88.79,Active,2022-11-16
AGT001230,Agent 01230,Individual Agent,Central,1,11.05,228,79.25,Active,2020-10-29
AGT001231,Agent 01231,Digital Partner,East,8,8.21,218,85.8,Active,2025-11-05
AGT001232,Agent 01232,Broker,West,14,6.27,108,98.13,Active,2023-12-16
AGT001233,Agent 01233,Individual Agent,Central,10,8.95,396,97.7,Active,2025-03-09
AGT001234,Agent 01234,Individual Agent,Central,4,1.59,77,71.65,Active,2018-09-07
AGT001235,Agent 01235,Corporate Agent,Central,13,9.18,34,96.0,Active,2023-04-19
AGT001236,Agent 01236,Digital Partner,North,7,8.88,447,87.63,Active,2023-10-02
AGT001237,Agent 01237,Corporate Agent,East,7,7.3,168,82.17,Active,2019-01-28
AGT001238,Agent 01238,Broker,North,8,10.32,200,89.09,Active,2022-03-18
AGT001239,Agent 01239,Corporate Agent,Central,11,1.88,160,79.32,Active,2015-06-21
AGT001240,Agent 01240,Digital Partner,North,1,4.39,447,89.93,Active,2023-03-05
AGT001241,Agent 01241,Broker,East,13,10.16,154,95.62,Active,2017-02-12
AGT001242,Agent 01242,Broker,Central,6,9.56,147,91.26,Active,2022-09-08
AGT001243,Agent 01243,Digital Partner,North,13,9.19,201,78.84,Inactive,2026-04-15
AGT001244,Agent 01244,Bank Partner,Central,11,8.59,410,96.42,Active,2022-08-03
AGT001245,Agent 01245,Individual Agent,West,10,5.55,244,97.65,Active,2015-07-25
AGT001246,Agent 01246,Digital Partner,Central,4,11.27,275,81.13,Inactive,2017-09-12
AGT001247,Agent 01247,Digital Partner,North,14,6.43,255,80.12,Active,2024-01-12
AGT001248,Agent 01248,Broker,Central,7,11.58,387,94.51,Active,2023-05-24
AGT001249,Agent 01249,Individual Agent,South,1,5.12,133,98.82,Active,2025-10-20
AGT001250,Agent 01250,Bank Partner,East,14,10.05,160,96.23,Active,2023-09-16
AGT001251,Agent 01251,Individual Agent,Central,9,2.78,333,97.23,Active,2016-02-17
AGT001252,Agent 01252,Bank Partner,South,14,3.48,139,71.79,Active,2020-04-14
AGT001253,Agent 01253,Bank Partner,East,14,1.51,33,82.04,Active,2015-01-01
AGT001254,Agent 01254,Digital Partner,East,1,11.69,181,72.48,Active,2015-01-08
AGT001255,Agent 01255,Bank Partner,Central,15,1.19,176,94.66,Active,2022-10-03
AGT001256,Agent 01256,Digital Partner,Central,1,7.93,360,78.65,Active,2025-02-06
AGT001257,Agent 01257,Individual Agent,Central,13,9.49,330,75.87,Active,2017-08-18
AGT001258,Agent 01258,Corporate Agent,West,6,11.84,226,87.15,Active,2024-01-01
AGT001259,Agent 01259,Corporate Agent,Central,11,2.99,364,84.99,Active,2016-01-23
AGT001260,Agent 01260,Corporate Agent,North,10,7.68,82,84.73,Active,2023-05-29
AGT001261,Agent 01261,Digital Partner,East,7,8.21,462,72.41,Active,2021-05-19
AGT001262,Agent 01262,Corporate Agent,North,15,8.61,276,87.64,Active,2024-08-07
AGT001263,Agent 01263,Individual Agent,East,11,4.36,107,97.03,Active,2024-02-10
AGT001264,Agent 01264,Broker,Central,9,10.32,403,92.28,Active,2020-05-12
AGT001265,Agent 01265,Digital Partner,South,11,2.44,437,77.01,Active,2025-03-11
AGT001266,Agent 01266,Corporate Agent,East,8,6.48,187,76.18,Active,2019-09-15
AGT001267,Agent 01267,Broker,South,4,10.53,322,97.89,Active,2016-06-19
AGT001268,Agent 01268,Individual Agent,Central,8,7.43,169,98.84,Active,2021-03-09
AGT001269,Agent 01269,Individual Agent,South,14,1.83,366,91.63,Active,2023-02-05
AGT001270,Agent 01270,Corporate Agent,North,7,10.25,495,92.22,Active,2024-06-21
AGT001271,Agent 01271,Bank Partner,South,9,4.1,491,76.48,Active,2023-08-17
AGT001272,Agent 01272,Individual Agent,West,4,4.15,134,71.25,Active,2020-05-19
AGT001273,Agent 01273,Individual Agent,East,4,3.23,59,90.73,Active,2017-03-01
AGT001274,Agent 01274,Corporate Agent,West,12,11.93,43,93.48,Active,2019-01-01
AGT001275,Agent 01275,Digital Partner,East,1,1.68,292,77.98,Inactive,2019-10-12
AGT001276,Agent 01276,Broker,East,8,1.09,323,70.92,Inactive,2015-09-10
AGT001277,Agent 01277,Individual Agent,West,14,10.66,101,94.01,Active,2024-06-29
AGT001278,Agent 01278,Broker,East,15,2.49,97,94.97,Active,2015-10-31
AGT001279,Agent 01279,Broker,Central,8,11.24,239,82.68,Active,2022-07-12
AGT001280,Agent 01280,Digital Partner,South,6,2.31,72,80.32,Active,2026-03-20
AGT001281,Agent 01281,Corporate Agent,Central,13,8.85,437,81.74,Active,2016-10-03
AGT001282,Agent 01282,Digital Partner,East,10,10.8,437,87.85,Active,2024-12-15
AGT001283,Agent 01283,Broker,South,8,7.2,131,72.43,Active,2026-06-07
AGT001284,Agent 01284,Bank Partner,Central,15,7.3,124,72.85,Active,2022-07-16
AGT001285,Agent 01285,Broker,West,11,2.96,492,86.85,Active,2015-04-23
AGT001286,Agent 01286,Corporate Agent,East,1,7.72,124,87.85,Active,2018-03-16
AGT001287,Agent 01287,Digital Partner,South,14,8.75,107,90.38,Inactive,2019-10-29
AGT001288,Agent 01288,Digital Partner,South,3,6.59,145,87.76,Active,2026-03-20
AGT001289,Agent 01289,Individual Agent,West,9,2.67,330,97.37,Active,2015-12-09
AGT001290,Agent 01290,Digital Partner,West,9,6.72,380,98.6,Active,2018-03-24
AGT001291,Agent 01291,Individual Agent,West,12,2.97,169,76.49,Active,2016-01-21
AGT001292,Agent 01292,Digital Partner,Central,15,9.22,431,90.07,Active,2023-04-28
AGT001293,Agent 01293,Corporate Agent,West,9,8.49,101,71.61,Active,2019-09-06
AGT001294,Agent 01294,Broker,East,7,2.84,257,76.09,Active,2026-05-31
AGT001295,Agent 01295,Individual Agent,North,7,9.76,255,76.62,Active,2024-03-25
AGT001296,Agent 01296,Individual Agent,North,4,10.97,352,90.12,Active,2019-09-29
AGT001297,Agent 01297,Broker,East,1,7.42,154,80.95,Active,2024-04-18
AGT001298,Agent 01298,Corporate Agent,East,12,5.94,250,92.04,Active,2022-08-03
AGT001299,Agent 01299,Bank Partner,East,3,10.36,242,94.08,Active,2024-04-30
AGT001300,Agent 01300,Corporate Agent,Central,14,7.38,456,77.5,Inactive,2020-04-07
AGT001301,Agent 01301,Individual Agent,North,6,5.73,102,87.7,Active,2018-04-24
AGT001302,Agent 01302,Bank Partner,South,2,2.3,404,84.91,Active,2025-01-03
AGT001303,Agent 01303,Broker,South,9,5.06,233,87.12,Active,2018-08-29
AGT001304,Agent 01304,Digital Partner,North,11,6.26,385,95.99,Active,2019-07-03
AGT001305,Agent 01305,Bank Partner,South,15,6.92,489,96.84,Active,2025-08-06
AGT001306,Agent 01306,Broker,North,15,5.25,179,80.43,Active,2021-07-23
AGT001307,Agent 01307,Individual Agent,East,9,2.35,500,71.96,Active,2021-09-03
AGT001308,Agent 01308,Bank Partner,East,8,10.84,437,81.94,Inactive,2023-11-12
AGT001309,Agent 01309,Broker,South,8,9.97,384,71.85,Active,2015-01-18
AGT001310,Agent 01310,Broker,West,2,9.8,446,78.07,Active,2019-06-19
AGT001311,Agent 01311,Corporate Agent,North,2,3.51,487,86.32,Active,2016-03-02
AGT001312,Agent 01312,Individual Agent,West,14,1.04,345,71.65,Active,2025-01-18
AGT001313,Agent 01313,Corporate Agent,West,13,8.27,164,70.08,Active,2016-11-03
AGT001314,Agent 01314,Broker,Central,3,7.36,305,96.97,Active,2023-02-07
AGT001315,Agent 01315,Corporate Agent,Central,8,5.26,254,81.24,Active,2018-04-22
AGT001316,Agent 01316,Digital Partner,North,2,1.73,381,73.85,Active,2022-06-04
AGT001317,Agent 01317,Broker,North,7,6.19,451,94.67,Active,2019-01-14
AGT001318,Agent 01318,Broker,Central,14,10.24,365,72.32,Active,2020-10-27
AGT001319,Agent 01319,Individual Agent,East,15,3.27,338,94.06,Active,2015-06-10
AGT001320,Agent 01320,Bank Partner,West,9,3.18,427,77.29,Active,2015-02-24
AGT001321,Agent 01321,Digital Partner,West,2,9.48,264,88.83,Active,2020-12-24
AGT001322,Agent 01322,Broker,East,12,1.23,156,95.82,Active,2022-01-03
AGT001323,Agent 01323,Corporate Agent,East,3,1.76,220,72.38,Inactive,2024-01-15
AGT001324,Agent 01324,Digital Partner,South,1,4.08,97,92.58,Inactive,2025-07-26
AGT001325,Agent 01325,Individual Agent,North,15,5.8,498,90.1,Active,2022-12-27
AGT001326,Agent 01326,Individual Agent,East,8,6.61,332,96.9,Active,2016-10-18
AGT001327,Agent 01327,Corporate Agent,North,4,4.57,333,76.84,Active,2017-09-11
AGT001328,Agent 01328,Individual Agent,North,2,9.15,134,76.55,Inactive,2025-01-24
AGT001329,Agent 01329,Individual Agent,East,7,4.05,350,81.2,Active,2021-10-13
AGT001330,Agent 01330,Broker,Central,14,3.06,117,78.52,Active,2024-10-25
AGT001331,Agent 01331,Digital Partner,North,3,10.64,65,84.8,Active,2022-07-13
AGT001332,Agent 01332,Digital Partner,West,3,1.4,210,71.61,Active,2021-03-07
AGT001333,Agent 01333,Digital Partner,North,10,10.87,194,90.38,Active,2017-02-12
AGT001334,Agent 01334,Digital Partner,Central,7,11.42,102,84.73,Inactive,2016-01-04
AGT001335,Agent 01335,Bank Partner,Central,3,9.29,67,70.31,Active,2021-04-14
AGT001336,Agent 01336,Corporate Agent,East,12,6.72,495,74.57,Active,2025-12-19
AGT001337,Agent 01337,Corporate Agent,Central,15,1.84,345,98.92,Active,2020-04-26
AGT001338,Agent 01338,Bank Partner,East,12,1.37,262,77.2,Active,2026-06-02
AGT001339,Agent 01339,Digital Partner,West,4,4.31,467,98.9,Inactive,2016-02-04
AGT001340,Agent 01340,Bank Partner,North,6,2.95,429,88.16,Active,2021-04-08
AGT001341,Agent 01341,Digital Partner,Central,12,11.51,217,94.04,Active,2026-02-04
AGT001342,Agent 01342,Individual Agent,South,10,3.04,251,78.54,Active,2018-05-13
AGT001343,Agent 01343,Corporate Agent,North,15,8.45,178,74.87,Active,2016-08-12
AGT001344,Agent 01344,Bank Partner,Central,13,3.09,262,70.21,Active,2019-05-16
AGT001345,Agent 01345,Bank Partner,South,5,3.78,273,83.65,Active,2026-06-20
AGT001346,Agent 01346,Broker,South,2,9.83,123,81.33,Active,2019-05-30
AGT001347,Agent 01347,Corporate Agent,East,6,5.26,483,90.71,Active,2016-10-14
AGT001348,Agent 01348,Digital Partner,North,8,1.35,293,93.03,Active,2023-08-21
AGT001349,Agent 01349,Corporate Agent,West,2,1.56,202,93.67,Inactive,2024-10-09
AGT001350,Agent 01350,Bank Partner,Central,11,1.11,492,83.37,Active,2020-10-21
AGT001351,Agent 01351,Broker,West,3,4.55,348,77.24,Active,2024-12-28
AGT001352,Agent 01352,Individual Agent,North,12,4.99,202,88.78,Active,2021-07-14
AGT001353,Agent 01353,Broker,South,6,6.65,446,85.55,Active,2020-03-02
AGT001354,Agent 01354,Individual Agent,North,2,3.41,93,88.5,Active,2019-03-25
AGT001355,Agent 01355,Digital Partner,North,11,7.45,480,70.63,Active,2018-02-14
AGT001356,Agent 01356,Bank Partner,North,9,10.12,102,90.09,Active,2017-03-27
AGT001357,Agent 01357,Individual Agent,West,7,3.98,392,82.73,Active,2022-09-19
AGT001358,Agent 01358,Individual Agent,Central,4,1.26,300,71.15,Inactive,2024-01-13
AGT001359,Agent 01359,Corporate Agent,North,13,8.78,382,84.02,Active,2017-10-09
AGT001360,Agent 01360,Bank Partner,Central,14,8.47,283,71.37,Active,2024-03-16
AGT001361,Agent 01361,Individual Agent,Central,4,2.89,204,73.98,Active,2017-06-21
AGT001362,Agent 01362,Bank Partner,North,2,6.15,44,75.55,Active,2017-08-07
AGT001363,Agent 01363,Corporate Agent,North,7,1.68,359,89.79,Active,2022-12-11
AGT001364,Agent 01364,Digital Partner,East,11,3.46,340,96.25,Active,2016-06-21
AGT001365,Agent 01365,Bank Partner,South,3,6.04,59,85.28,Active,2022-10-01
AGT001366,Agent 01366,Digital Partner,South,1,11.81,164,84.51,Active,2021-04-16
AGT001367,Agent 01367,Individual Agent,South,10,3.83,239,96.6,Active,2021-11-11
AGT001368,Agent 01368,Broker,East,3,7.39,378,92.03,Active,2019-07-09
AGT001369,Agent 01369,Broker,South,8,6.12,167,90.62,Active,2026-01-04
AGT001370,Agent 01370,Bank Partner,West,4,3.83,132,88.46,Active,2018-07-16
AGT001371,Agent 01371,Corporate Agent,Central,5,10.56,446,73.61,Active,2023-03-31
AGT001372,Agent 01372,Corporate Agent,East,7,11.98,81,71.99,Active,2023-07-19
AGT001373,Agent 01373,Digital Partner,West,11,1.58,42,83.4,Active,2015-09-15
AGT001374,Agent 01374,Broker,Central,1,5.38,486,77.04,Inactive,2018-04-11
AGT001375,Agent 01375,Broker,East,8,8.48,70,97.06,Active,2017-08-30
AGT001376,Agent 01376,Digital Partner,East,4,4.71,461,89.7,Active,2021-07-05
AGT001377,Agent 01377,Corporate Agent,East,12,3.99,415,87.43,Active,2021-03-13
AGT001378,Agent 01378,Digital Partner,West,7,8.36,380,92.28,Active,2020-03-09
AGT001379,Agent 01379,Bank Partner,Central,6,7.03,356,83.07,Active,2022-08-17
AGT001380,Agent 01380,Bank Partner,South,6,6.31,111,94.3,Active,2020-08-04
AGT001381,Agent 01381,Digital Partner,East,15,10.56,35,85.17,Active,2022-03-06
AGT001382,Agent 01382,Bank Partner,North,13,6.41,76,95.79,Inactive,2017-04-06
AGT001383,Agent 01383,Bank Partner,West,11,6.65,332,82.12,Active,2016-08-20
AGT001384,Agent 01384,Corporate Agent,Central,2,9.6,197,82.46,Active,2018-06-19
AGT001385,Agent 01385,Bank Partner,East,2,1.44,434,87.47,Active,2023-05-07
AGT001386,Agent 01386,Corporate Agent,Central,14,3.63,74,78.18,Active,2024-10-04
AGT001387,Agent 01387,Bank Partner,East,14,9.41,173,82.86,Active,2020-01-20
AGT001388,Agent 01388,Bank Partner,South,12,5.76,149,89.35,Inactive,2025-04-04
AGT001389,Agent 01389,Broker,West,12,7.69,103,82.19,Active,2015-04-20
AGT001390,Agent 01390,Bank Partner,East,6,6.95,287,97.94,Active,2022-12-31
AGT001391,Agent 01391,Broker,West,13,10.47,210,85.55,Active,2018-11-22
AGT001392,Agent 01392,Digital Partner,South,2,1.91,87,86.84,Active,2022-08-26
AGT001393,Agent 01393,Digital Partner,West,9,11.74,449,78.3,Active,2022-11-21
AGT001394,Agent 01394,Digital Partner,North,8,8.39,158,75.81,Active,2025-06-10
AGT001395,Agent 01395,Individual Agent,East,6,2.1,70,85.69,Active,2023-10-07
AGT001396,Agent 01396,Digital Partner,North,10,8.64,91,94.54,Active,2019-04-07
AGT001397,Agent 01397,Corporate Agent,East,15,5.86,124,80.06,Inactive,2017-09-08
AGT001398,Agent 01398,Bank Partner,Central,13,3.14,328,89.03,Inactive,2020-10-30
AGT001399,Agent 01399,Individual Agent,Central,7,7.7,147,71.67,Active,2019-11-17
AGT001400,Agent 01400,Broker,South,11,4.12,239,80.52,Active,2023-08-31
AGT001401,Agent 01401,Corporate Agent,East,12,5.95,361,84.72,Active,2019-06-11
AGT001402,Agent 01402,Bank Partner,North,12,11.57,343,75.07,Active,2019-01-01
AGT001403,Agent 01403,Digital Partner,East,13,10.1,148,98.05,Active,2016-07-31
AGT001404,Agent 01404,Digital Partner,South,2,7.57,290,72.1,Active,2016-01-20
AGT001405,Agent 01405,Individual Agent,South,11,11.31,188,83.46,Inactive,2026-02-20
AGT001406,Agent 01406,Individual Agent,Central,3,9.98,207,75.47,Active,2025-02-20
AGT001407,Agent 01407,Bank Partner,Central,9,6.5,484,72.5,Active,2024-10-20
AGT001408,Agent 01408,Corporate Agent,East,6,4.72,342,83.53,Active,2025-08-13
AGT001409,Agent 01409,Broker,North,13,2.52,270,86.81,Active,2016-11-21
AGT001410,Agent 01410,Broker,North,10,2.79,375,95.17,Inactive,2025-09-20
AGT001411,Agent 01411,Digital Partner,Central,12,9.74,95,82.0,Active,2017-03-09
AGT001412,Agent 01412,Individual Agent,South,8,10.0,195,80.91,Active,2022-09-03
AGT001413,Agent 01413,Individual Agent,East,9,3.66,117,82.52,Active,2023-04-14
AGT001414,Agent 01414,Digital Partner,South,15,10.63,291,78.34,Active,2025-01-06
AGT001415,Agent 01415,Individual Agent,South,4,1.93,79,81.9,Active,2019-06-29
AGT001416,Agent 01416,Corporate Agent,South,12,9.5,229,81.03,Active,2025-01-06
AGT001417,Agent 01417,Bank Partner,East,2,9.55,102,73.52,Active,2021-06-15
AGT001418,Agent 01418,Broker,South,2,6.59,334,70.95,Inactive,2024-10-12
AGT001419,Agent 01419,Broker,East,15,6.08,141,93.21,Active,2019-03-12
AGT001420,Agent 01420,Digital Partner,South,3,9.2,159,95.69,Active,2022-08-25
AGT001421,Agent 01421,Bank Partner,South,15,6.21,289,89.72,Active,2022-03-26
AGT001422,Agent 01422,Individual Agent,West,2,2.78,123,96.17,Inactive,2019-01-17
AGT001423,Agent 01423,Digital Partner,North,11,1.05,360,81.98,Active,2023-05-12
AGT001424,Agent 01424,Broker,North,3,1.76,196,89.96,Active,2023-02-10
AGT001425,Agent 01425,Bank Partner,North,10,4.26,488,98.2,Active,2023-04-20
AGT001426,Agent 01426,Individual Agent,Central,2,3.48,205,75.92,Active,2021-09-19
AGT001427,Agent 01427,Digital Partner,North,11,7.95,427,95.69,Active,2018-12-05
AGT001428,Agent 01428,Corporate Agent,West,15,1.73,352,71.86,Active,2024-10-18
AGT001429,Agent 01429,Corporate Agent,East,8,7.18,378,80.63,Active,2019-01-03
AGT001430,Agent 01430,Bank Partner,South,14,9.92,302,79.05,Active,2024-03-08
AGT001431,Agent 01431,Corporate Agent,South,12,7.95,368,93.89,Active,2015-02-15
AGT001432,Agent 01432,Broker,North,10,4.08,195,94.29,Active,2020-01-22
AGT001433,Agent 01433,Individual Agent,South,1,4.88,147,82.63,Active,2026-01-20
AGT001434,Agent 01434,Digital Partner,South,7,6.35,50,77.59,Active,2020-04-04
AGT001435,Agent 01435,Individual Agent,East,1,5.73,178,95.78,Active,2019-01-20
AGT001436,Agent 01436,Bank Partner,Central,2,2.44,142,81.09,Inactive,2021-07-11
AGT001437,Agent 01437,Bank Partner,South,15,4.09,52,81.46,Active,2017-12-14
AGT001438,Agent 01438,Individual Agent,East,3,3.86,330,98.6,Active,2023-05-27
AGT001439,Agent 01439,Bank Partner,East,2,6.63,307,96.9,Active,2018-10-18
AGT001440,Agent 01440,Corporate Agent,North,7,5.72,229,76.44,Active,2026-01-07
AGT001441,Agent 01441,Broker,East,9,4.69,389,90.66,Inactive,2025-09-13
AGT001442,Agent 01442,Corporate Agent,East,13,8.1,71,71.65,Active,2024-11-28
AGT001443,Agent 01443,Broker,North,11,3.46,301,92.12,Active,2017-01-23
AGT001444,Agent 01444,Bank Partner,Central,9,10.92,199,95.87,Active,2017-10-12
AGT001445,Agent 01445,Broker,East,8,11.7,221,77.11,Active,2019-04-22
AGT001446,Agent 01446,Digital Partner,North,3,10.37,342,80.63,Active,2019-05-21
AGT001447,Agent 01447,Bank Partner,North,4,7.13,305,97.44,Active,2024-06-19
AGT001448,Agent 01448,Broker,North,9,8.02,87,83.55,Active,2021-05-01
AGT001449,Agent 01449,Individual Agent,South,11,5.34,229,77.41,Active,2024-03-25
AGT001450,Agent 01450,Individual Agent,North,6,4.42,460,95.92,Active,2024-06-29
AGT001451,Agent 01451,Bank Partner,South,13,3.39,263,77.73,Active,2026-04-11
AGT001452,Agent 01452,Corporate Agent,Central,14,4.33,281,91.61,Active,2016-06-02
AGT001453,Agent 01453,Bank Partner,Central,1,2.98,91,93.55,Active,2019-03-27
AGT001454,Agent 01454,Digital Partner,South,8,6.5,103,76.15,Active,2022-07-05
AGT001455,Agent 01455,Corporate Agent,East,6,3.18,148,90.31,Active,2025-07-13
AGT001456,Agent 01456,Digital Partner,North,13,1.71,454,90.4,Active,2020-06-07
AGT001457,Agent 01457,Digital Partner,North,1,7.56,278,84.86,Active,2021-10-10
AGT001458,Agent 01458,Bank Partner,South,13,5.46,362,77.24,Active,2018-09-25
AGT001459,Agent 01459,Digital Partner,South,13,11.17,430,80.96,Active,2022-05-09
AGT001460,Agent 01460,Individual Agent,South,15,3.25,162,72.99,Active,2024-11-24
