POLICY_ID,CUSTOMER_ID,POLICY_TYPE,SALES_CHANNEL,AGENT_ID,POLICY_START_DATE,POLICY_END_DATE,SUM_INSURED,ANNUAL_PREMIUM,PAYMENT_MODE,RISK_SCORE,RISK_BAND,POLICY_STATUS,DISCOUNT_PCT,COMMISSION_PCT
POL000009679,CUST00066222,Term Life,Bancassurance,AGT003022,2019-04-09,2020-04-08,2054136,20853,Annual,403,Low,Lapsed,18.27,3.12
POL000009680,CUST00093567,Motor,Corporate Partner,AGT003312,2024-03-12,2025-03-12,296957,6643,Annual,328,Low,Active,13.96,0.15
POL000009681,CUST00024418,Motor,Bancassurance,AGT001330,2025-10-09,2026-10-09,1276630,9563,Annual,382,Low,Lapsed,17.89,3.33
POL000009682,CUST00094160,Health,Bancassurance,AGT004066,2023-11-18,2024-11-17,860790,17610,Quarterly,391,Low,Active,3.43,3.53
POL000009683,CUST00094649,Term Life,Bancassurance,AGT001655,2020-01-17,2040-01-12,4087328,10485,Annual,318,Low,Active,1.51,2.82
POL000009684,CUST00060615,Personal Accident,Online,AGT003799,2019-10-06,2020-10-05,3254885,4036,Monthly,312,Low,Active,0.7,4.41
POL000009685,CUST00086882,Personal Accident,Bancassurance,AGT002093,2020-11-22,2021-11-22,2059206,4475,Monthly,362,Low,Active,17.35,0.55
POL000009686,CUST00090175,Travel,Corporate Partner,AGT001468,2022-12-03,2023-12-03,216239,2251,Quarterly,465,Low,Cancelled,4.53,1.71
POL000009687,CUST00016464,Motor,Direct,AGT001308,2026-05-06,2046-05-01,357479,14127,Monthly,329,Low,Active,9.79,2.16
POL000009688,CUST00021282,Whole Life,Broker,AGT004847,2024-08-02,2025-08-02,4219297,35937,Annual,530,Medium,Expired,3.09,1.94
POL000009689,CUST00025063,Commercial,Broker,AGT000411,2025-05-08,2026-05-08,11813379,50475,Monthly,444,Low,Active,9.18,4.81
POL000009690,CUST00021854,Health,Corporate Partner,AGT000623,2023-04-05,2024-04-04,1208715,10925,Annual,565,Medium,Active,18.77,1.2
POL000009691,CUST00014977,Health,Broker,AGT001257,2020-02-06,2021-02-05,445208,10015,Annual,403,Low,Active,13.01,4.04
POL000009692,CUST00092960,Health,Online,AGT002327,2026-01-05,2027-01-05,1110829,26208,Annual,487,Medium,Active,19.8,1.21
POL000009693,CUST00081417,Term Life,Bancassurance,AGT004065,2023-11-19,2024-11-18,1499816,9157,Monthly,442,Low,Active,12.62,1.37
POL000009694,CUST00075707,Home,Bancassurance,AGT001008,2026-08-07,2027-08-07,1597979,6545,Monthly,446,Low,Active,3.37,1.81
POL000009695,CUST00072657,Term Life,Agent,AGT000798,2023-01-28,2024-01-28,2789345,16877,Quarterly,532,Medium,Cancelled,14.75,4.15
POL000009696,CUST00035415,Personal Accident,Direct,AGT004795,2021-07-26,2022-07-26,1168104,8163,Monthly,358,Low,Active,14.6,2.05
POL000009697,CUST00073161,Health,Direct,AGT000527,2024-08-28,2025-08-28,628385,28073,Annual,389,Low,Active,6.38,3.52
POL000009698,CUST00045648,Commercial,Direct,AGT001885,2023-09-23,2024-09-22,12198166,65064,Monthly,416,Low,Lapsed,3.84,2.88
POL000009699,CUST00004352,Commercial,Direct,AGT003127,2024-03-09,2025-03-09,10154353,44209,Annual,494,Medium,Cancelled,16.86,2.03
POL000009700,CUST00042383,Motor,Online,AGT004332,2026-04-23,2027-04-23,865120,11411,Annual,362,Low,Lapsed,4.94,0.84
POL000009701,CUST00075688,Term Life,Agent,AGT002542,2021-02-27,2041-02-22,11209992,18035,Annual,511,Medium,Cancelled,19.34,3.41
POL000009702,CUST00088617,Home,Online,AGT004734,2026-02-09,2027-02-09,2218334,12848,Quarterly,596,Medium,Active,7.83,4.61
POL000009703,CUST00090516,Travel,Agent,AGT002651,2025-10-25,2026-10-25,663257,2440,Monthly,476,Low,Active,17.13,0.75
POL000009704,CUST00085700,Motor,Direct,AGT004987,2021-04-04,2022-04-04,379304,15666,Annual,352,Low,Active,8.67,2.39
POL000009705,CUST00084643,Home,Bancassurance,AGT002516,2022-01-19,2042-01-14,3238833,9105,Half-Yearly,518,Medium,Active,2.88,2.14
POL000009706,CUST00082699,Travel,Agent,AGT001943,2019-03-28,2020-03-27,462631,3271,Annual,374,Low,Active,19.46,2.56
POL000009707,CUST00084535,Motor,Direct,AGT000662,2022-04-10,2032-04-07,517765,11004,Annual,422,Low,Active,13.28,3.48
POL000009708,CUST00067684,Term Life,Online,AGT004654,2019-10-25,2020-10-24,4218257,12819,Annual,439,Low,Cancelled,2.58,2.86
POL000009709,CUST00045183,Term Life,Corporate Partner,AGT004078,2019-08-25,2020-08-24,3982506,21402,Annual,524,Medium,Active,15.22,1.22
POL000009710,CUST00026224,Personal Accident,Corporate Partner,AGT002568,2026-08-29,2027-08-29,816362,5567,Annual,484,Medium,Active,9.66,1.28
POL000009711,CUST00092625,Whole Life,Broker,AGT003793,2025-09-04,2026-09-04,3621168,36993,Quarterly,345,Low,Active,2.65,0.62
POL000009712,CUST00012075,Term Life,Bancassurance,AGT003843,2019-11-04,2020-11-03,3844450,12150,Half-Yearly,505,Medium,Active,4.06,1.64
POL000009713,CUST00056992,Health,Corporate Partner,AGT002953,2023-09-05,2024-09-04,509328,6714,Monthly,491,Medium,Active,4.33,0.66
POL000009714,CUST00005660,Whole Life,Agent,AGT003137,2026-01-06,2027-01-06,1702857,42520,Annual,524,Medium,Lapsed,9.74,3.73
POL000009715,CUST00015734,Personal Accident,Corporate Partner,AGT004796,2025-06-11,2026-06-11,1128727,4613,Quarterly,493,Medium,Expired,17.4,2.69
POL000009716,CUST00018488,Term Life,Direct,AGT001319,2026-08-11,2027-08-11,10237513,16525,Annual,582,Medium,Active,12.53,4.36
POL000009717,CUST00049221,Health,Agent,AGT002872,2020-09-01,2021-09-01,381516,16115,Quarterly,309,Low,Expired,11.46,0.18
POL000009718,CUST00088490,Home,Direct,AGT004480,2026-05-07,2027-05-07,3948090,11450,Quarterly,404,Low,Active,0.21,2.86
POL000009719,CUST00082353,Health,Direct,AGT002427,2021-06-08,2022-06-08,959935,9830,Annual,405,Low,Active,4.24,1.52
POL000009720,CUST00082857,Term Life,Online,AGT003586,2023-08-13,2024-08-12,3616735,10403,Quarterly,447,Low,Lapsed,1.61,0.68
POL000009721,CUST00030192,Motor,Broker,AGT001763,2025-04-04,2026-04-04,839024,15930,Annual,386,Low,Active,11.23,3.2
POL000009722,CUST00088124,Health,Online,AGT001516,2021-03-04,2041-02-27,544083,13487,Annual,250,Low,Active,8.94,1.58
POL000009723,CUST00031862,Commercial,Corporate Partner,AGT002869,2023-02-21,2024-02-21,1471350,40350,Annual,362,Low,Active,2.08,3.1
POL000009724,CUST00029177,Term Life,Direct,AGT000096,2020-01-27,2021-01-26,4323828,9172,Monthly,530,Medium,Expired,2.6,3.73
POL000009725,CUST00017432,Term Life,Bancassurance,AGT000142,2019-05-23,2020-05-22,3082723,16918,Annual,453,Low,Active,8.93,3.37
POL000009726,CUST00051959,Term Life,Broker,AGT003866,2025-07-12,2026-07-12,2658504,21626,Annual,407,Low,Active,12.13,3.25
POL000009727,CUST00026047,Commercial,Direct,AGT000603,2021-05-21,2022-05-21,4894846,26434,Monthly,360,Low,Lapsed,10.71,1.55
POL000009728,CUST00073919,Whole Life,Direct,AGT002336,2025-06-14,2026-06-14,3873384,38262,Annual,438,Low,Active,10.91,2.49
POL000009729,CUST00071724,Health,Direct,AGT003589,2023-10-08,2028-10-06,811261,7830,Quarterly,413,Low,Lapsed,4.42,2.64
POL000009730,CUST00022467,Term Life,Online,AGT000053,2021-09-24,2031-09-22,3518926,10675,Annual,477,Low,Active,7.02,3.54
POL000009731,CUST00024986,Commercial,Agent,AGT003547,2024-01-27,2025-01-26,3896337,49173,Monthly,387,Low,Active,13.63,0.43
POL000009732,CUST00000294,Health,Online,AGT001903,2022-01-14,2023-01-14,971628,10938,Annual,448,Low,Active,16.66,3.84
POL000009733,CUST00031458,Term Life,Online,AGT004092,2023-03-06,2024-03-05,6058069,25540,Monthly,466,Low,Active,1.98,3.32
POL000009734,CUST00094185,Health,Direct,AGT002097,2023-06-07,2028-06-05,1528590,30827,Monthly,490,Medium,Active,1.18,2.48
POL000009735,CUST00036853,Term Life,Direct,AGT003977,2019-08-07,2020-08-06,2865518,9806,Annual,483,Medium,Active,1.76,0.55
POL000009736,CUST00047573,Commercial,Online,AGT002841,2024-06-22,2025-06-22,9054489,38024,Monthly,426,Low,Active,6.01,2.86
POL000009737,CUST00057085,Health,Direct,AGT001732,2021-10-09,2022-10-09,803077,19954,Annual,391,Low,Active,4.81,1.99
POL000009738,CUST00015659,Motor,Corporate Partner,AGT003344,2020-07-06,2021-07-06,319946,9889,Annual,425,Low,Active,14.41,2.05
POL000009739,CUST00067460,Travel,Bancassurance,AGT004447,2023-04-10,2024-04-09,188246,1882,Monthly,391,Low,Expired,4.61,3.43
POL000009740,CUST00084751,Motor,Agent,AGT004570,2020-04-08,2021-04-08,471383,12822,Annual,414,Low,Active,19.03,4.65
POL000009741,CUST00077411,Commercial,Corporate Partner,AGT000880,2023-05-17,2028-05-15,4453596,35656,Annual,371,Low,Active,16.98,1.02
POL000009742,CUST00072991,Home,Corporate Partner,AGT003736,2020-03-10,2021-03-10,6361180,19017,Monthly,432,Low,Active,7.01,2.18
POL000009743,CUST00041611,Whole Life,Online,AGT002114,2022-05-05,2023-05-05,1661268,42644,Monthly,431,Low,Active,19.06,3.79
POL000009744,CUST00002576,Commercial,Online,AGT002073,2020-06-11,2021-06-11,4701176,69583,Annual,421,Low,Active,11.7,0.96
POL000009745,CUST00094031,Health,Agent,AGT000349,2019-10-18,2020-10-17,632099,13312,Annual,650,High,Active,2.54,3.89
POL000009746,CUST00045955,Home,Direct,AGT003327,2023-12-15,2024-12-14,1995624,10274,Annual,306,Low,Active,0.31,2.53
POL000009747,CUST00065880,Term Life,Corporate Partner,AGT000562,2024-01-10,2044-01-05,2689009,11248,Annual,390,Low,Active,13.37,2.22
POL000009748,CUST00075921,Whole Life,Corporate Partner,AGT000642,2021-10-20,2041-10-15,2123225,31306,Monthly,428,Low,Active,3.52,1.04
POL000009749,CUST00089848,Health,Corporate Partner,AGT004122,2021-12-26,2022-12-26,638529,15398,Monthly,490,Medium,Active,3.31,3.34
POL000009750,CUST00089672,Personal Accident,Broker,AGT001475,2024-10-07,2025-10-07,786535,5800,Quarterly,487,Medium,Active,11.13,3.33
POL000009751,CUST00089116,Motor,Online,AGT001814,2025-02-23,2030-02-22,515845,7749,Annual,457,Low,Active,6.65,1.4
POL000009752,CUST00026525,Motor,Corporate Partner,AGT003145,2024-12-09,2025-12-09,1502713,16231,Monthly,261,Low,Active,4.22,4.81
POL000009753,CUST00053957,Health,Direct,AGT001598,2025-05-06,2030-05-05,1001467,21480,Annual,348,Low,Active,17.96,3.77
POL000009754,CUST00020103,Health,Bancassurance,AGT003058,2019-10-12,2020-10-11,2230284,21484,Monthly,421,Low,Active,15.85,4.08
POL000009755,CUST00093813,Health,Corporate Partner,AGT004180,2021-04-07,2026-04-06,440884,30766,Annual,381,Low,Active,12.04,4.83
POL000009756,CUST00022147,Health,Broker,AGT002143,2026-07-19,2027-07-19,868144,29114,Annual,385,Low,Expired,5.27,4.46
POL000009757,CUST00092202,Whole Life,Broker,AGT000506,2021-10-31,2022-10-31,995454,27115,Annual,459,Low,Active,8.8,2.06
POL000009758,CUST00080397,Term Life,Agent,AGT004802,2021-09-20,2041-09-15,4499421,19294,Monthly,421,Low,Active,8.99,2.28
POL000009759,CUST00032081,Motor,Agent,AGT000196,2025-03-18,2026-03-18,305234,22814,Annual,497,Medium,Active,5.4,0.26
POL000009760,CUST00084093,Motor,Bancassurance,AGT004351,2022-03-16,2032-03-13,832604,12832,Quarterly,418,Low,Active,13.35,3.12
POL000009761,CUST00031338,Term Life,Online,AGT001170,2022-03-12,2023-03-12,3205028,16767,Annual,602,Medium,Active,10.83,1.7
POL000009762,CUST00027286,Health,Agent,AGT004110,2022-09-02,2023-09-02,687718,16089,Annual,403,Low,Active,12.7,0.56
POL000009763,CUST00028796,Motor,Corporate Partner,AGT002843,2024-07-02,2025-07-02,533456,15375,Annual,492,Medium,Active,14.84,3.0
POL000009764,CUST00067316,Personal Accident,Bancassurance,AGT002367,2019-08-08,2029-08-05,1809199,7150,Monthly,502,Medium,Expired,13.22,2.05
POL000009765,CUST00077726,Health,Corporate Partner,AGT004876,2021-01-17,2022-01-17,1572859,10590,Quarterly,318,Low,Active,17.5,4.22
POL000009766,CUST00062487,Travel,Broker,AGT001445,2026-04-24,2027-04-24,500061,6126,Monthly,431,Low,Lapsed,2.23,0.85
POL000009767,CUST00047545,Health,Online,AGT004233,2020-10-31,2040-10-26,661802,20510,Half-Yearly,423,Low,Active,12.74,3.61
POL000009768,CUST00004623,Motor,Broker,AGT000848,2024-07-27,2025-07-27,589897,21666,Annual,278,Low,Active,11.62,3.17
POL000009769,CUST00080849,Health,Direct,AGT000290,2022-03-19,2023-03-19,1201945,10934,Annual,411,Low,Active,4.41,3.29
POL000009770,CUST00009364,Travel,Online,AGT001633,2021-12-13,2022-12-13,100000,3028,Quarterly,393,Low,Lapsed,0.7,1.98
POL000009771,CUST00084792,Term Life,Agent,AGT001241,2023-12-07,2024-12-06,12210617,17420,Quarterly,463,Low,Active,7.61,1.7
POL000009772,CUST00047357,Term Life,Corporate Partner,AGT004576,2022-05-31,2023-05-31,3192296,19855,Annual,494,Medium,Active,4.25,2.3
POL000009773,CUST00000644,Term Life,Agent,AGT004750,2021-05-01,2022-05-01,17633430,15764,Monthly,416,Low,Active,16.83,2.64
POL000009774,CUST00027799,Home,Corporate Partner,AGT002391,2020-12-12,2025-12-11,4247440,11818,Annual,403,Low,Active,5.78,4.87
POL000009775,CUST00042904,Health,Broker,AGT000399,2023-05-02,2024-05-01,392364,20049,Annual,478,Low,Active,7.61,2.66
POL000009776,CUST00018617,Health,Bancassurance,AGT003196,2026-06-21,2046-06-16,851754,9263,Annual,443,Low,Lapsed,13.39,4.06
POL000009777,CUST00070082,Whole Life,Broker,AGT003570,2020-03-22,2021-03-22,3029611,28899,Monthly,373,Low,Active,11.82,0.76
POL000009778,CUST00087114,Motor,Direct,AGT002498,2019-07-05,2020-07-04,1405256,18535,Quarterly,373,Low,Expired,13.56,1.3
POL000009779,CUST00089758,Motor,Broker,AGT001285,2025-07-17,2045-07-12,436639,9863,Annual,394,Low,Active,13.63,0.64
POL000009780,CUST00063769,Commercial,Bancassurance,AGT002309,2024-02-01,2034-01-29,5885136,30421,Monthly,459,Low,Active,1.87,2.47
POL000009781,CUST00071336,Personal Accident,Direct,AGT004779,2021-03-25,2022-03-25,1267760,3977,Monthly,489,Medium,Active,15.78,3.07
POL000009782,CUST00003937,Health,Bancassurance,AGT000151,2025-04-05,2026-04-05,735622,15410,Annual,384,Low,Active,10.64,1.04
POL000009783,CUST00032046,Travel,Agent,AGT002705,2022-10-14,2023-10-14,165922,3427,Half-Yearly,395,Low,Active,7.01,0.68
POL000009784,CUST00036364,Motor,Broker,AGT004673,2025-06-28,2026-06-28,887035,21093,Monthly,449,Low,Active,19.95,4.68
POL000009785,CUST00062043,Health,Agent,AGT003102,2019-05-17,2020-05-16,576514,40290,Quarterly,380,Low,Active,4.8,4.64
POL000009786,CUST00020653,Travel,Corporate Partner,AGT001331,2019-05-26,2039-05-21,150595,6560,Annual,453,Low,Lapsed,13.61,4.71
POL000009787,CUST00024548,Term Life,Direct,AGT002930,2022-06-26,2023-06-26,1637521,8911,Monthly,341,Low,Active,10.51,0.64
POL000009788,CUST00006691,Health,Bancassurance,AGT004693,2019-08-05,2020-08-04,924232,27662,Annual,500,Medium,Expired,5.46,2.64
POL000009789,CUST00034215,Commercial,Bancassurance,AGT001976,2026-04-01,2027-04-01,4543162,52713,Annual,390,Low,Expired,11.84,4.25
POL000009790,CUST00036379,Term Life,Online,AGT002059,2022-02-28,2023-02-28,5303340,18113,Annual,444,Low,Active,9.79,0.87
POL000009791,CUST00009386,Travel,Bancassurance,AGT000679,2024-07-28,2025-07-28,165777,3336,Annual,435,Low,Active,10.06,2.83
POL000009792,CUST00006390,Home,Broker,AGT001882,2025-09-04,2026-09-04,1080361,19878,Annual,403,Low,Expired,17.74,0.35
POL000009793,CUST00054011,Health,Online,AGT004012,2021-03-26,2031-03-24,714196,22325,Annual,523,Medium,Active,6.39,4.83
POL000009794,CUST00010591,Motor,Corporate Partner,AGT000053,2020-11-11,2021-11-11,542819,9897,Monthly,435,Low,Active,5.36,3.55
POL000009795,CUST00082692,Health,Agent,AGT004574,2021-06-13,2022-06-13,447458,17367,Monthly,372,Low,Active,8.49,0.35
POL000009796,CUST00026045,Commercial,Bancassurance,AGT003748,2021-03-09,2031-03-07,5201442,79225,Monthly,463,Low,Active,8.84,0.26
POL000009797,CUST00091436,Health,Corporate Partner,AGT001929,2024-10-23,2025-10-23,473561,16627,Monthly,528,Medium,Cancelled,11.14,1.69
POL000009798,CUST00041088,Travel,Online,AGT001723,2024-09-01,2025-09-01,100000,1537,Monthly,400,Low,Active,13.44,4.94
POL000009799,CUST00050957,Health,Online,AGT004120,2019-09-03,2020-09-02,1032819,39450,Annual,407,Low,Active,11.33,2.99
POL000009800,CUST00005711,Personal Accident,Bancassurance,AGT001069,2025-03-04,2026-03-04,2124196,5866,Annual,414,Low,Active,4.02,3.93
POL000009801,CUST00003162,Motor,Agent,AGT001217,2022-06-23,2032-06-20,294962,12607,Monthly,366,Low,Lapsed,8.1,3.77
POL000009802,CUST00089134,Health,Direct,AGT000211,2025-03-08,2030-03-07,608336,30424,Annual,390,Low,Active,3.95,4.75
POL000009803,CUST00026416,Travel,Direct,AGT004859,2021-08-09,2022-08-09,540438,2074,Monthly,360,Low,Active,10.08,0.3
POL000009804,CUST00026860,Home,Agent,AGT001350,2023-06-30,2043-06-25,5713127,6526,Annual,399,Low,Expired,15.6,1.84
POL000009805,CUST00011550,Home,Online,AGT004551,2021-10-19,2031-10-17,5366817,14587,Monthly,520,Medium,Cancelled,9.12,4.67
POL000009806,CUST00036295,Health,Broker,AGT002313,2024-06-29,2025-06-29,683444,37987,Monthly,603,Medium,Active,11.26,1.34
POL000009807,CUST00001674,Commercial,Broker,AGT004726,2023-04-18,2024-04-17,4263871,32748,Annual,377,Low,Active,0.05,2.65
POL000009808,CUST00068483,Health,Corporate Partner,AGT000838,2021-06-11,2022-06-11,1115753,11974,Annual,421,Low,Active,9.44,2.01
POL000009809,CUST00001391,Motor,Online,AGT000895,2026-08-03,2027-08-03,534911,7171,Annual,535,Medium,Active,7.11,0.63
POL000009810,CUST00086076,Motor,Direct,AGT001786,2023-04-04,2024-04-03,885151,11833,Half-Yearly,351,Low,Active,4.57,4.34
POL000009811,CUST00029278,Health,Broker,AGT001547,2021-09-10,2022-09-10,361762,14386,Monthly,466,Low,Expired,10.43,2.91
POL000009812,CUST00010176,Health,Corporate Partner,AGT003188,2026-07-05,2031-07-04,248587,18268,Annual,420,Low,Active,8.94,2.84
POL000009813,CUST00010143,Term Life,Online,AGT004641,2024-04-18,2025-04-18,6630363,23568,Annual,400,Low,Active,14.25,2.69
POL000009814,CUST00037011,Commercial,Broker,AGT004746,2026-02-09,2027-02-09,9609455,47509,Annual,347,Low,Active,4.99,4.56
POL000009815,CUST00002551,Health,Agent,AGT004526,2023-08-24,2024-08-23,423720,19912,Half-Yearly,288,Low,Lapsed,16.9,4.84
POL000009816,CUST00080059,Home,Direct,AGT004090,2019-09-14,2020-09-13,5712006,17745,Quarterly,505,Medium,Expired,0.01,2.88
POL000009817,CUST00079297,Travel,Corporate Partner,AGT000231,2022-06-01,2027-05-31,414518,3649,Monthly,384,Low,Active,3.58,0.55
POL000009818,CUST00032086,Motor,Bancassurance,AGT004134,2022-08-09,2023-08-09,959655,9276,Annual,479,Low,Active,16.58,4.38
POL000009819,CUST00035608,Whole Life,Broker,AGT001905,2022-03-20,2023-03-20,2387387,22650,Annual,426,Low,Active,18.2,4.35
POL000009820,CUST00054537,Personal Accident,Online,AGT000481,2026-01-24,2027-01-24,913109,6077,Half-Yearly,351,Low,Active,11.73,3.6
POL000009821,CUST00041067,Commercial,Corporate Partner,AGT002755,2022-08-24,2023-08-24,7005190,38954,Annual,427,Low,Active,16.56,0.49
POL000009822,CUST00016630,Health,Agent,AGT001385,2022-05-10,2023-05-10,479505,18906,Annual,403,Low,Active,1.12,3.49
POL000009823,CUST00024142,Health,Bancassurance,AGT002665,2019-02-15,2020-02-15,702608,18149,Monthly,481,Medium,Lapsed,15.06,2.11
POL000009824,CUST00050864,Health,Corporate Partner,AGT003072,2021-12-25,2022-12-25,537777,7269,Annual,432,Low,Active,13.78,1.65
POL000009825,CUST00063528,Personal Accident,Broker,AGT001676,2025-03-17,2026-03-17,2682369,4585,Annual,345,Low,Active,11.65,3.89
POL000009826,CUST00080487,Term Life,Broker,AGT002284,2019-02-24,2039-02-19,5359958,18449,Annual,338,Low,Active,4.79,3.11
POL000009827,CUST00038233,Personal Accident,Bancassurance,AGT003410,2023-04-08,2024-04-07,1572484,4967,Annual,347,Low,Lapsed,5.37,3.48
POL000009828,CUST00049789,Term Life,Bancassurance,AGT003932,2020-01-15,2030-01-12,10912748,14304,Monthly,457,Low,Active,4.58,1.16
POL000009829,CUST00020612,Commercial,Online,AGT004112,2023-04-03,2024-04-02,2335090,31926,Annual,388,Low,Expired,8.35,4.28
POL000009830,CUST00028817,Personal Accident,Agent,AGT001778,2022-05-17,2023-05-17,2631909,7314,Quarterly,504,Medium,Expired,0.37,2.51
POL000009831,CUST00032116,Health,Agent,AGT002509,2019-01-17,2024-01-16,683660,12319,Monthly,473,Low,Active,13.89,0.09
POL000009832,CUST00043007,Health,Direct,AGT004732,2019-07-20,2024-07-18,878709,15660,Annual,369,Low,Expired,13.91,0.82
POL000009833,CUST00089913,Health,Bancassurance,AGT003180,2024-11-27,2025-11-27,1168282,18438,Monthly,533,Medium,Active,10.23,3.72
POL000009834,CUST00002870,Commercial,Corporate Partner,AGT004271,2022-06-08,2023-06-08,4827828,53721,Annual,419,Low,Lapsed,18.14,4.25
POL000009835,CUST00075029,Health,Corporate Partner,AGT004264,2026-07-28,2036-07-25,243490,20567,Half-Yearly,408,Low,Expired,1.28,3.26
POL000009836,CUST00096346,Travel,Agent,AGT000880,2026-01-13,2036-01-11,512614,3766,Annual,433,Low,Cancelled,15.73,4.03
POL000009837,CUST00096098,Motor,Corporate Partner,AGT004378,2020-11-25,2030-11-23,228269,13731,Monthly,437,Low,Lapsed,16.54,0.36
POL000009838,CUST00029968,Term Life,Agent,AGT000717,2021-05-13,2022-05-13,14609187,34902,Annual,414,Low,Active,5.32,4.41
POL000009839,CUST00083415,Whole Life,Corporate Partner,AGT000409,2019-01-02,2020-01-02,5195442,14573,Annual,409,Low,Active,2.45,2.3
POL000009840,CUST00041094,Motor,Broker,AGT001182,2026-07-01,2027-07-01,376363,11351,Monthly,404,Low,Active,13.32,2.86
POL000009841,CUST00022856,Commercial,Online,AGT001093,2022-12-23,2042-12-18,5873191,30026,Annual,473,Low,Active,0.07,2.28
POL000009842,CUST00028772,Personal Accident,Direct,AGT003730,2023-12-24,2043-12-19,2788568,5170,Annual,432,Low,Active,14.7,3.09
POL000009843,CUST00015738,Health,Bancassurance,AGT002937,2024-10-26,2025-10-26,1449993,32864,Annual,507,Medium,Cancelled,4.0,0.12
POL000009844,CUST00027082,Personal Accident,Online,AGT002498,2023-10-07,2024-10-06,1091208,3576,Annual,492,Medium,Active,0.82,4.52
POL000009845,CUST00051698,Health,Bancassurance,AGT002061,2026-08-18,2036-08-15,1192241,19555,Annual,254,Low,Lapsed,17.34,0.13
POL000009846,CUST00087856,Travel,Agent,AGT004109,2019-05-14,2020-05-13,510522,1595,Monthly,347,Low,Expired,15.4,0.31
POL000009847,CUST00081405,Health,Broker,AGT004453,2020-12-09,2021-12-09,1437687,19522,Annual,484,Medium,Lapsed,10.77,4.44
POL000009848,CUST00041917,Whole Life,Broker,AGT001095,2020-08-10,2021-08-10,1617994,42827,Quarterly,398,Low,Active,18.36,0.59
POL000009849,CUST00084454,Commercial,Agent,AGT004660,2024-03-18,2025-03-18,3551292,72344,Monthly,382,Low,Lapsed,16.49,1.09
POL000009850,CUST00051660,Motor,Broker,AGT004575,2024-05-28,2025-05-28,591383,5766,Monthly,324,Low,Expired,18.68,0.28
POL000009851,CUST00071984,Term Life,Corporate Partner,AGT003683,2024-06-11,2025-06-11,8983003,7738,Half-Yearly,438,Low,Active,12.58,3.45
POL000009852,CUST00071945,Term Life,Broker,AGT004111,2022-09-24,2032-09-21,3312392,9584,Monthly,250,Low,Active,10.75,4.32
POL000009853,CUST00096146,Motor,Broker,AGT002859,2022-07-02,2023-07-02,707980,13117,Annual,377,Low,Active,15.36,2.34
POL000009854,CUST00010711,Motor,Broker,AGT002516,2026-07-31,2027-07-31,404598,14806,Monthly,390,Low,Active,11.4,0.19
POL000009855,CUST00007179,Term Life,Online,AGT003287,2023-09-09,2024-09-08,4038566,11723,Monthly,386,Low,Expired,15.63,2.91
POL000009856,CUST00073787,Health,Bancassurance,AGT001157,2024-03-03,2044-02-27,1339287,17971,Monthly,348,Low,Active,4.73,4.29
POL000009857,CUST00082228,Term Life,Agent,AGT004517,2020-12-23,2021-12-23,3860066,17265,Annual,407,Low,Active,12.57,0.91
POL000009858,CUST00076570,Motor,Direct,AGT002460,2025-07-17,2026-07-17,692252,25772,Annual,497,Medium,Active,19.04,3.17
POL000009859,CUST00053339,Personal Accident,Direct,AGT002414,2022-11-03,2023-11-03,1261106,6210,Quarterly,401,Low,Expired,15.56,0.39
POL000009860,CUST00051793,Health,Direct,AGT000651,2025-02-17,2026-02-17,593010,21732,Monthly,456,Low,Active,0.39,2.19
POL000009861,CUST00045527,Commercial,Online,AGT000815,2024-12-05,2044-11-30,6243302,45831,Annual,492,Medium,Active,5.99,0.39
POL000009862,CUST00038081,Commercial,Agent,AGT000214,2020-01-29,2025-01-27,6281539,58151,Quarterly,296,Low,Expired,16.05,1.19
POL000009863,CUST00046310,Travel,Bancassurance,AGT004753,2024-04-24,2025-04-24,377353,2367,Annual,422,Low,Active,12.63,1.61
POL000009864,CUST00051543,Commercial,Online,AGT002508,2025-02-04,2026-02-04,13416437,40786,Annual,489,Medium,Expired,5.65,4.04
POL000009865,CUST00065113,Health,Broker,AGT001470,2019-09-18,2024-09-16,277790,35898,Annual,387,Low,Active,10.15,3.6
POL000009866,CUST00060639,Commercial,Corporate Partner,AGT003887,2020-01-20,2040-01-15,13985752,28768,Monthly,451,Low,Active,4.34,2.52
POL000009867,CUST00032589,Motor,Bancassurance,AGT001708,2019-10-30,2020-10-29,323668,13176,Annual,461,Low,Active,0.84,4.93
POL000009868,CUST00090139,Travel,Bancassurance,AGT000056,2019-03-04,2024-03-02,211329,1787,Annual,371,Low,Active,5.65,2.77
POL000009869,CUST00045533,Whole Life,Corporate Partner,AGT004903,2024-08-14,2025-08-14,3344990,30055,Quarterly,410,Low,Active,1.91,1.85
POL000009870,CUST00057238,Commercial,Broker,AGT001527,2024-10-21,2025-10-21,3200809,30767,Annual,443,Low,Expired,10.83,0.4
POL000009871,CUST00095069,Health,Broker,AGT003360,2020-04-30,2021-04-30,2137222,15340,Annual,368,Low,Active,0.48,3.37
POL000009872,CUST00074062,Health,Online,AGT003405,2021-05-18,2022-05-18,373705,14435,Quarterly,493,Medium,Expired,11.48,0.32
POL000009873,CUST00037171,Health,Bancassurance,AGT001585,2024-06-05,2025-06-05,408486,10396,Annual,417,Low,Active,17.48,1.57
POL000009874,CUST00014424,Health,Bancassurance,AGT000245,2019-06-05,2020-06-04,308856,30531,Monthly,551,Medium,Expired,6.41,2.12
